E07000229,2413,6971
E06000057,6779,9786
E07000216,5396,11437
E07000102,3791,8979
E08000017,6637,13908
E06000015,5951,13001
E07000177,4196,8409
E07000004,6595,11959
E07000187,3152,6050
E07000138,1897,4057
E07000179,5350,8829
E07000034,2471,4468
E06000005,2354,4142
E07000063,2734,4884
E07000198,2313,3032
E07000237,2317,4365
E07000201,1364,2319
E07000072,5065,11692
E07000120,1696,2660
E09000002,8915,11799
N09000003,6977,16040
E07000149,3241,4908
E07000112,2571,5915
E08000002,5217,13640
E07000074,1893,4220
E08000014,5903,11285
W06000012,2204,3128
E07000128,2244,4234
E06000019,4941,8319
S12000038,3332,6098
E07000194,3594,7680
E07000082,3932,6060
E07000027,1646,2235
W06000011,5058,8891
E06000044,4413,11637
E07000010,1848,3320
E07000032,2842,4550
E07000178,3890,7997
E06000038,5785,10997
S12000006,1975,3092
E07000236,2212,4254
E07000118,2926,5346
E07000131,3061,5833
E07000170,1877,2957
E07000164,2688,3809
E07000189,3682,6649
E07000210,3778,7495
E07000084,5596,9055
E07000134,2809,5154
E07000079,3473,6370
E08000010,6549,10626
E06000010,4618,8665
E07000094,4663,11024
E07000117,2075,2954
E07000126,2471,4233
E06000013,3571,5901
W06000013,2767,4770
E07000124,2125,3583
E06000002,2634,4771
E06000012,3457,6202
E07000033,1360,2466
E07000041,2605,6730
E07000175,2876,4485
W06000009,2734,3998
W06000014,3341,4783
E08000013,3423,5117
W06000008,1516,2029
E07000220,3294,6087
E07000042,1699,3329
E07000075,1923,4432
E06000029,4202,15590
E07000139,2605,4621
E07000140,1945,4028
E07000062,1791,4142
S12000044,5013,8299
E08000023,2951,4301
E07000203,2631,4929
E09000021,7006,12606
E07000196,2988,4330
E07000174,1806,3711
E07000145,1780,3113
E07000091,5143,9287
E07000081,2788,5020
E07000085,4090,7301
N09000001,1792,2712
E07000137,2865,3869
S12000045,2223,2918
E07000052,2535,6892
E07000121,3022,5029
S12000028,2465,4178
W06000021,2738,4140
E07000064,2271,4895
S12000040,3556,4839
E07000066,4668,12106
S12000010,2150,2868
E07000238,4116,7992
E07000208,2848,5358
E07000109,3011,5512
E07000095,2899,7737
E07000116,4269,9558
E07000048,1297,2840
N09000009,3024,4306
E07000151,2939,4924
S12000042,2706,6048
E07000241,3946,7268
E07000243,2329,4851
E07000053,1042,1941
E07000135,1514,2255
E07000009,2434,4027
E07000235,2661,4348
W06000006,2460,4179
E07000224,3203,6058
E07000132,2906,4267
E07000188,2449,4537
E07000061,1969,5973
E07000051,1125,2217
E07000083,2852,5200
E07000152,2469,4361
S12000021,1940,2814
E07000105,3822,8241
W06000018,2958,3690
E07000089,3588,5757
E06000006,2657,4121
S12000030,2563,4026
E07000180,3915,6417
E07000133,1279,2208
E06000017,1276,1758
S12000026,2470,3399
E07000088,1370,2334
W06000020,1495,2122
E07000199,1793,3101
E07000142,2378,3499
E08000011,2583,4623
S12000008,1777,3080
E06000001,1693,2704
E07000169,2384,3231
S12000018,1239,1926
E06000003,2282,2956
E07000026,2121,3732
E07000155,3101,5364
N09000007,2462,3832
E07000046,1196,2120
N09000008,1718,3028
E07000166,1382,2053
E07000197,3833,5382
N09000004,2105,3345
E07000030,1489,2202
S12000011,2123,3482
N09000002,3514,5089
W06000019,783,1117
S12000013,583,899
E06000053,61,64
W06000024,1028,1324
S12000023,504,629
S12000027,735,925
M99999999,120,423
,48,90
