E08000003,E07000240,3
E08000003,E08000017,4
E08000003,E06000006,2
E08000003,E08000005,11
E08000003,E08000004,11
E08000003,E08000002,78
E08000003,E08000007,38
E08000003,E08000001,22
E08000003,E08000009,40
E08000003,E06000027,46
E08000003,E09000031,1
E08000003,E06000008,6
E08000003,E09000001,4
E08000003,E09000033,11
E08000003,E08000006,31
E08000003,E07000177,1
E08000003,E06000049,24
E08000003,E09000025,4
E08000003,E09000007,4
E08000003,E06000047,1
E08000003,E08000033,1
E08000003,E07000118,5
E08000003,W06000004,1
E08000003,E08000035,12
E08000003,E07000169,2
E08000003,E08000025,7
E08000003,E06000007,7
E08000003,E08000008,8
E08000003,E06000051,2
E08000003,E07000071,2
E08000003,E08000032,4
E08000003,E07000034,2
E08000003,E07000122,1
E08000003,E06000016,2
E08000003,E07000037,2
E08000003,E08000012,6
E08000003,E07000193,2
E08000003,E08000014,4
E08000003,E06000019,1
E08000003,E06000039,1
E08000003,E07000143,1
E08000003,E08000034,3
E08000003,E09000028,5
E08000003,E07000146,1
E08000003,E09000030,2
E08000003,E06000043,2
E08000003,E07000117,1
E08000003,E07000220,1
E08000003,,4
E08000003,W06000003,1
E08000003,E07000188,1
E08000003,E08000019,3
E08000003,E06000055,1
E08000003,E06000010,1
E08000003,E09000015,1
E08000003,E07000242,1
E08000003,E07000165,2
E08000003,E07000123,2
E08000003,E07000127,3
E08000003,E06000050,2
E08000003,E07000243,1
E08000003,E08000015,3
E08000003,E08000010,2
E08000003,E07000226,2
E08000003,E07000103,2
E08000003,E07000138,1
E08000003,W06000005,1
E08000003,E09000021,1
E08000003,E07000095,1
E08000003,E07000119,1
E08000003,E08000026,3
E08000003,E08000021,3
E08000003,E07000086,1
E08000003,E07000180,1
E08000003,E08000031,4
E08000003,E08000028,1
E08000003,E06000009,1
E08000003,W06000006,1
E08000003,E07000210,1
E08000003,E09000026,3
E08000003,E07000216,2
E08000003,E09000019,1
E08000003,E08000016,1
E08000003,E06000042,1
E08000003,E07000208,1
E08000003,E07000129,1
E08000003,E08000036,1
E08000003,E09000032,1
E08000003,E07000174,1
E08000003,E07000008,1
E08000003,E07000223,1
E08000003,E07000043,1
E08000003,W06000014,1
E08000003,E07000026,1
E08000003,E09000020,1
E08000003,E09000018,1
E08000003,E09000027,1
E08000003,E07000121,2
E08000003,E07000093,1
E08000003,E09000012,1
E08000003,E07000148,1
E08000003,E09000004,1
E08000003,W06000018,1
E08000003,E07000139,1
E08000003,E06000040,2
E08000003,E09000002,1
E08000003,E06000032,1
E08000003,E07000195,1
E08000003,E09000006,1
E08000003,E07000035,1
E08000003,E07000070,1
E08000003,E07000141,1
E08000003,E08000018,1
E08000003,E06000004,1
E08000003,E09000022,1
E08000007,E08000002,3
E08000007,E09000003,2
E08000007,E08000019,1
E08000007,E08000035,1
E08000007,E08000015,1
E08000007,E08000008,9
E08000007,E09000033,5
E08000007,E08000003,49
E08000007,E07000037,6
E08000007,E09000012,2
E08000007,E09000008,1
E08000007,E08000005,3
E08000007,E07000126,1
E08000007,W06000004,1
E08000007,E08000034,1
E08000007,E06000057,1
E08000007,E06000009,1
E08000007,E09000001,2
E08000007,E08000009,17
E08000007,E08000033,3
E08000007,E06000049,12
E08000007,E08000024,1
E08000007,E07000189,1
E08000007,E08000025,1
E08000007,E06000018,2
E08000007,E07000176,2
E08000007,E09000013,1
E08000007,E08000001,1
E08000007,E08000006,4
E08000007,E09000010,4
E08000007,E07000027,1
E08000007,E07000123,2
E08000007,E08000036,1
E08000007,E07000066,1
E08000007,E08000004,4
E08000007,E07000222,1
E08000007,E06000050,3
E08000007,E06000033,1
E08000007,E08000027,1
E08000007,E07000007,1
E08000007,E09000029,1
E08000007,W06000005,2
E08000007,E06000007,3
E08000007,E06000021,2
E08000007,E07000175,1
E08000007,E07000229,1
E08000007,E09000007,1
E08000007,E07000216,2
E08000007,E07000179,1
E08000007,E09000024,1
E08000007,E06000052,1
E08000007,E08000029,1
E08000007,E07000127,1
E08000007,E07000227,1
E08000007,E06000008,1
E08000007,E06000051,1
E07000011,E07000012,11
E07000011,E09000005,1
E07000011,E06000031,3
E07000011,E06000035,2
E07000011,E07000010,4
E07000011,E07000152,2
E07000011,E06000056,2
E07000011,E07000119,2
E07000011,E07000008,4
E07000011,E09000003,3
E07000011,E06000055,2
E07000011,E09000015,1
E07000011,E08000027,1
E07000011,E07000150,1
E07000011,E07000211,1
E07000011,E09000019,1
E07000011,E07000151,1
E07000011,E09000004,1
E07000011,E07000217,1
E07000011,E08000009,1
E07000011,E06000023,1
E07000011,E07000215,1
E07000011,E07000099,2
E07000011,E07000149,1
E07000011,E09000001,2
E07000011,E07000148,1
E07000011,E07000190,1
E07000011,E08000032,2
E07000011,E07000221,1
E07000011,E07000171,1
E07000011,E07000202,1
E07000011,E06000051,1
E06000043,E09000007,9
E06000043,E07000229,7
E06000043,E09000003,2
E06000043,E07000070,2
E06000043,E07000179,1
E06000043,E07000063,12
E06000043,E07000228,15
E06000043,E09000021,3
E06000043,E09000026,2
E06000043,E08000035,2
E06000043,E09000022,2
E06000043,E09000027,1
E06000043,E06000056,1
E06000043,E06000007,2
E06000043,E08000021,1
E06000043,E09000014,5
E06000043,E09000032,4
E06000043,E07000227,5
E06000043,E07000106,1
E06000043,E09000012,3
E06000043,E09000019,5
E06000043,E09000018,4
E06000043,E07000064,6
E06000043,E06000037,1
E06000043,E06000018,1
E06000043,E07000065,8
E06000043,E07000208,1
E06000043,E07000217,2
E06000043,E06000023,4
E06000043,E07000226,1
E06000043,E08000003,2
E06000043,E07000196,1
E06000043,E07000062,3
E06000043,E07000223,4
E06000043,W06000022,1
E06000043,E08000009,1
E06000043,E07000241,1
E06000043,E09000033,4
E06000043,E07000143,1
E06000043,E09000030,6
E06000043,E07000103,3
E06000043,E09000028,1
E06000043,E07000168,1
E06000043,E07000221,1
E06000043,E07000116,3
E06000043,E07000105,2
E06000043,E08000037,1
E06000043,E09000006,3
E06000043,E07000153,1
E06000043,E06000022,1
E06000043,E07000206,1
E06000043,E07000047,1
E06000043,E07000146,1
E06000043,E09000017,2
E06000043,W06000012,1
E06000043,E09000024,1
E06000043,E07000224,2
E06000043,E09000008,2
E06000043,E07000061,4
E06000043,E06000052,2
E06000043,E09000025,1
E06000043,E07000213,2
E06000043,E08000029,1
E06000043,E09000005,1
E06000043,E06000046,1
E06000043,E09000013,1
E06000043,E07000032,1
E06000043,E07000108,1
E06000043,E06000016,1
E06000043,E07000115,1
E06000043,E07000094,1
E06000043,E07000118,1
E06000043,E07000085,1
E06000043,E07000187,1
E06000043,E08000026,1
E06000043,E07000154,1
E06000043,E09000015,1
E06000043,E08000018,1
E06000043,E07000030,1
E06000043,E09000020,1
E06000043,E09000004,1
E09000033,E09000032,43
E09000033,E09000007,285
E09000033,E09000024,7
E09000033,E09000005,33
E09000033,E07000240,9
E09000033,E09000019,99
E09000033,E06000054,4
E09000033,E07000111,8
E09000033,E09000001,189
E09000033,E09000026,13
E09000033,E06000049,4
E09000033,E07000098,5
E09000033,E07000207,14
E09000033,E07000211,6
E09000033,E09000028,59
E09000033,E09000003,73
E09000033,E09000012,44
E09000033,E09000015,20
E09000033,E09000017,13
E09000033,E08000035,9
E09000033,E06000032,5
E09000033,E08000019,4
E09000033,E08000033,2
E09000033,E09000031,6
E09000033,E07000053,1
E09000033,E07000012,4
E09000033,E06000019,2
E09000033,E07000241,4
E09000033,W06000022,1
E09000033,E09000027,16
E09000033,E09000018,12
E09000033,E09000023,9
E09000033,,6
E09000033,E07000221,5
E09000033,E06000041,4
E09000033,E07000178,5
E09000033,E06000011,4
E09000033,E09000010,17
E09000033,E06000042,9
E09000033,E08000003,20
E09000033,E07000209,8
E09000033,E06000038,7
E09000033,E09000022,20
E09000033,E07000005,4
E09000033,E06000018,24
E09000033,E09000020,62
E09000033,E07000217,5
E09000033,E07000095,4
E09000033,E06000047,1
E09000033,E07000242,2
E09000033,E09000014,8
E09000033,E07000153,5
E09000033,E06000002,1
E09000033,E09000013,39
E09000033,E07000215,5
E09000033,E06000035,3
E09000033,E07000176,1
E09000033,E09000030,25
E09000033,W06000015,10
E09000033,E07000227,5
E09000033,E08000029,4
E09000033,E07000004,4
E09000033,E07000091,1
E09000033,E07000116,9
E09000033,E06000029,2
E09000033,E09000008,10
E09000033,E07000194,2
E09000033,E09000009,17
E09000033,E08000030,1
E09000033,E08000036,1
E09000033,E09000011,3
E09000033,E09000004,3
E09000033,E09000029,2
E09000033,E06000023,8
E09000033,E06000027,1
E09000033,E07000112,2
E09000033,E07000068,6
E09000033,E07000169,2
E09000033,E07000066,6
E09000033,E07000089,2
E09000033,E07000110,1
E09000033,E07000206,1
E09000033,E07000213,4
E09000033,E07000007,6
E09000033,E06000009,1
E09000033,E07000199,2
E09000033,E07000210,2
E09000033,E07000061,2
E09000033,E07000223,2
E09000033,E06000051,3
E09000033,E06000045,7
E09000033,E07000044,3
E09000033,E06000057,1
E09000033,E06000056,4
E09000033,E07000075,1
E09000033,E08000025,14
E09000033,E07000092,2
E09000033,E06000033,8
E09000033,E07000094,2
E09000033,E08000005,3
E09000033,E07000163,2
E09000033,E07000048,2
E09000033,E07000222,3
E09000033,W06000002,1
E09000033,E06000040,5
E09000033,E08000037,3
E09000033,E08000007,2
E09000033,E09000025,14
E09000033,E09000002,5
E09000033,E06000030,1
E09000033,E09000006,8
E09000033,E06000052,2
E09000033,E07000214,3
E09000033,E07000154,1
E09000033,E07000067,3
E09000033,E07000065,4
E09000033,E07000118,2
E09000033,E07000071,3
E09000033,W06000023,1
E09000033,E07000072,4
E09000033,E06000022,1
E09000033,E08000014,1
E09000033,E06000043,4
E09000033,E07000148,1
E09000033,E07000208,3
E09000033,E06000046,1
E09000033,E07000123,1
E09000033,E07000076,1
E09000033,E08000021,1
E09000033,E07000205,4
E09000033,E07000078,1
E09000033,E07000103,6
E09000033,E06000004,1
E09000033,E08000006,1
E09000033,E07000084,4
E09000033,E06000015,2
E09000033,E07000070,5
E09000033,E07000132,1
E09000033,E07000175,1
E09000033,E07000096,3
E09000033,E06000050,2
E09000033,E07000034,1
E09000033,E07000006,4
E09000033,E07000224,1
E09000033,E07000179,1
E09000033,E07000144,2
E09000033,E09000021,7
E09000033,E07000131,1
E09000033,E07000236,1
E09000033,E08000001,1
E09000033,E08000031,1
E09000033,E07000212,3
E09000033,E06000025,1
E09000033,E07000008,2
E09000033,E07000105,6
E09000033,E07000093,4
E09000033,E07000190,1
E09000033,E08000032,2
E09000033,E07000243,2
E09000033,E07000074,1
E09000033,W06000003,1
E09000033,E07000216,4
E09000033,E07000237,1
E09000033,E08000009,2
E09000033,E07000133,1
E09000033,E08000034,1
E09000033,W06000018,1
E09000033,E07000188,1
E09000033,E07000115,2
E09000033,E07000197,1
E09000033,E07000030,1
E09000033,E06000012,1
E09000033,E08000026,1
E09000033,E08000017,1
E09000033,E07000038,2
E09000033,E07000165,1
E09000033,E07000090,1
E09000033,E06000014,4
E09000033,E07000229,3
E09000033,E07000107,2
E09000033,E07000225,1
E09000033,E06000028,1
E09000033,E07000143,1
E09000033,E07000062,1
E09000033,E07000082,2
E09000033,S12000036,1
E09000033,E07000081,3
E09000033,E07000146,1
E09000033,E06000044,2
E09000033,E07000011,1
E09000033,E07000077,2
E09000033,E07000234,1
E09000033,E08000022,1
E09000033,E07000174,1
E09000033,E06000020,2
E09000033,E07000145,1
E09000033,E07000051,1
E09000033,E06000055,3
E09000033,E07000200,1
E09000033,E07000109,2
E09000033,E09000016,2
E09000033,E06000039,1
E09000033,E08000002,1
E09000033,E07000086,3
E09000033,E06000036,1
E09000033,E07000009,1
E09000033,E07000064,1
E09000033,W06000005,1
E09000033,E07000134,1
E09000033,E06000007,1
E09000033,E07000079,1
E09000033,E06000016,1
E09000033,E07000171,1
E09000033,E07000180,2
E09000033,E06000037,1
E09000033,E07000121,1
E09000033,E08000012,1
E09000033,E07000032,1
E09000033,E07000189,1
E09000033,E07000035,1
E06000054,E07000093,5
E06000054,E06000019,1
E06000054,E06000022,7
E06000054,E09000017,4
E06000054,E06000039,1
E06000054,E07000079,1
E06000054,E06000046,1
E06000054,E06000030,12
E06000054,W06000015,1
E06000054,E07000086,8
E06000054,E07000043,5
E06000054,E09000007,2
E06000054,E07000187,5
E06000054,E06000024,1
E06000054,W06000020,2
E06000054,E06000035,1
E06000054,E09000028,1
E06000054,E09000016,3
E06000054,E08000032,1
E06000054,E07000081,1
E06000054,E06000037,2
