E06000001,679,2464,1785
E06000002,386,2731,2345
E06000003,359,2884,2525
E06000004,1254,5534,4280
E06000005,446,3061,2615
E06000006,324,3084,2760
E06000007,10266,16631,6365
E06000008,1623,5408,3785
E06000009,2204,5234,3030
E06000010,2631,7571,4940
E06000011,170,12255,12085
E06000012,1452,5307,3855
E06000013,167,4822,4655
E06000014,1671,7706,6035
E06000015,4791,10546,5755
E06000016,5338,13893,8555
E06000017,-300,1415,1715
E06000018,5844,12689,6845
E06000019,-2241,7154,9395
E06000020,604,4744,4140
E06000021,1833,6873,5040
E06000022,3065,10180,7115
E06000023,12777,26907,14130
E06000024,987,8282,7295
E06000025,2181,10526,8345
E06000026,1755,6700,4945
E06000027,1866,5376,3510
E06000028,4906,10311,5405
E06000029,5777,11012,5235
E06000030,2570,8190,5620
E06000031,1634,6604,4970
E06000039,3871,8051,4180
E06000040,3991,12001,8010
E06000041,1615,8625,7010
E06000042,6453,15828,9375
E06000043,12513,23578,11065
E06000032,4085,8720,4635
E06000033,7896,13511,5615
E06000034,3802,8042,4240
E06000035,3004,9464,6460
E06000036,1482,5457,3975
E06000037,5271,13131,7860
E06000044,3876,8441,4565
E06000045,3786,8956,5170
E06000046,360,4475,4115
E06000047,-547,10848,11395
E06000049,6437,23097,16660
E06000050,2958,14538,11580
E06000051,-1618,12547,14165
E06000052,-4473,16497,20970
E06000053,-143,47,190
E06000054,864,20554,19690
E06000055,2440,7930,5490
E06000056,1883,12303,10420
E06000057,-1934,7911,9845
E07000004,1334,9669,8335
E07000005,1432,6782,5350
E07000006,2691,7281,4590
E07000007,3820,12085,8265
E07000088,342,1982,1640
E07000089,597,4982,4385
E07000090,2068,5508,3440
E07000091,733,7913,7180
E07000092,1702,4417,2715
E07000093,1302,6357,5055
E07000094,2843,9308,6465
E07000095,3245,6470,3225
E07000096,3257,9757,6500
E07000098,6947,12367,5420
E07000099,2852,8457,5605
E07000102,3022,7177,4155
E06000038,4071,9606,5535
E07000008,2242,6447,4205
E07000009,-243,3457,3700
E07000010,-490,2630,3120
E07000011,1295,8035,6740
E07000012,985,8015,7030
E07000026,-839,3216,4055
E07000027,328,2023,1695
E07000028,-363,3582,3945
E07000029,-764,1546,2310
E07000030,-1517,1923,3440
E07000031,-1122,4748,5870
E07000032,90,3940,3850
E07000033,142,1887,1745
E07000034,957,3742,2785
E07000035,-812,3498,4310
E07000036,173,3263,3090
E07000037,600,4040,3440
E07000038,-182,2753,2935
E07000039,-264,2821,3085
E07000040,-965,4695,5660
E07000041,1964,5444,3480
E07000042,-1315,2835,4150
E07000043,-1550,2985,4535
E07000044,-1127,3483,4610
E07000045,-105,4900,5005
E07000046,-1548,1752,3300
E07000047,-1378,1592,2970
E07000048,652,2322,1670
E07000049,696,4711,4015
E07000050,-419,2751,3170
E07000051,-40,1875,1915
E07000052,211,5211,5000
E07000053,285,1865,1580
E07000061,2606,5196,2590
E07000062,1096,3401,2305
E07000063,631,4296,3665
E07000064,1034,4699,3665
E07000065,3046,10421,7375
E07000066,3188,8973,5785
E07000067,868,6673,5805
E07000068,1571,5101,3530
E07000069,1184,3869,2685
E07000070,3864,10239,6375
E07000071,2770,8690,5920
E07000072,2771,9076,6305
E07000086,2425,6705,4280
E07000073,839,3014,2175
E07000074,351,3426,3075
E07000075,440,3440,3000
E07000076,-489,3361,3850
E07000077,1094,5739,4645
E07000078,3168,7678,4510
E07000079,175,5630,5455
E07000080,-358,3107,3465
E07000087,1775,5480,3705
E07000081,1497,4457,2960
E07000082,38,5343,5305
E07000083,342,3832,3490
E07000084,1478,8013,6535
E07000085,868,6728,5860
E07000103,2937,6397,3460
E07000105,1584,6689,5105
E07000106,1709,6224,4515
E07000107,2285,5325,3040
E07000108,806,3706,2900
E07000109,1361,4136,2775
E07000110,1651,7806,6155
