E07000111,2928,8818,5890
E07000112,3379,6454,3075
E07000113,345,4245,3900
E07000114,817,3802,2985
E07000115,1962,6652,4690
E07000116,2992,8537,5545
E07000117,348,2463,2115
E07000118,937,4507,3570
E07000119,2826,5641,2815
E07000120,335,2330,1995
E07000121,248,4193,3945
E07000122,120,2570,2450
E07000123,2719,6954,4235
E07000124,-78,2952,3030
E07000125,146,2371,2225
E07000126,360,3750,3390
E07000127,601,4416,3815
E07000128,-177,3433,3610
E07000129,1021,4366,3345
E07000130,960,6215,5255
E07000131,356,4826,4470
E07000132,-419,3461,3880
E07000133,-518,1717,2235
E07000134,455,4075,3620
E07000135,211,1776,1565
E07000136,-233,1727,1960
E07000137,-1665,3405,5070
E07000138,1603,3683,2080
E07000139,919,4924,4005
E07000140,-221,3014,3235
E07000141,391,5446,5055
E07000142,-198,3057,3255
E07000143,-727,3803,4530
E07000144,282,4462,4180
E07000145,44,2644,2600
E07000146,-564,4261,4825
E07000147,-1170,2820,3990
E07000148,2210,6055,3845
E07000149,-961,3879,4840
E07000150,407,1867,1460
E07000151,276,4231,3955
E07000152,268,3638,3370
E07000153,692,3732,3040
E07000154,4861,11316,6455
E07000155,-253,4412,4665
E07000156,708,3443,2735
E07000163,-704,2481,3185
E07000164,-1622,3213,4835
E07000165,1158,9173,8015
E07000166,-918,1607,2525
E07000167,-1385,1960,3345
E07000168,-235,3530,3765
E07000169,-573,2602,3175
E07000170,22,2457,2435
E07000171,-9,3346,3355
E07000172,877,3547,2670
E07000173,273,3143,2870
E07000174,631,2846,2215
E07000175,-549,3616,4165
E07000176,1136,5301,4165
E07000177,1030,6965,5935
E07000192,1252,4342,3090
E07000178,2800,6870,4070
E07000179,478,7708,7230
E07000180,543,5653,5110
E07000181,912,6077,5165
E07000187,-323,4742,5065
E07000188,-465,3980,4445
E07000189,-674,5801,6475
E07000190,831,5001,4170
E07000191,-818,827,1645
E07000193,610,4585,3975
E07000194,1371,5551,4180
E07000195,735,3715,2980
E07000196,249,3999,3750
E07000197,-125,4485,4610
E07000198,-1150,2590,3740
E07000199,566,2511,1945
E07000200,-112,3698,3810
E07000201,-372,1818,2190
E07000202,1530,4815,3285
E07000203,-5,4505,4510
E07000204,376,4401,4025
E07000205,-342,4533,4875
E07000206,139,3524,3385
E07000207,4594,11919,7325
E07000208,1419,4324,2905
E07000209,2649,9169,6520
E07000210,2237,7157,4920
E07000211,3507,9342,5835
E07000212,1900,5595,3695
E07000213,2382,6367,3985
E07000214,2078,6268,4190
E07000215,2328,6658,4330
E07000216,3198,10343,7145
E07000217,2501,6681,4180
E07000218,117,2597,2480
E07000219,738,3703,2965
E07000220,955,4710,3755
E07000221,768,7893,7125
E07000222,3365,9545,6180
E07000223,620,2605,1985
E07000224,492,5052,4560
E07000225,457,6357,5900
E07000226,1986,4546,2560
E07000227,1814,8224,6410
E07000228,2313,8548,6235
E07000229,2953,6073,3120
E07000234,505,4630,4125
E07000235,-203,3702,3905
E07000236,967,3322,2355
E07000237,1294,3914,2620
E07000238,798,6593,5795
E07000239,925,4055,3130
E07000240,4480,11565,7085
E07000241,1496,5506,4010
E07000242,2617,9362,6745
E07000243,1359,3689,2330
E08000001,4396,11576,7180
E08000002,3937,9372,5435
E08000003,21157,34922,13765
E08000004,2085,7310,5225
E08000005,1757,6872,5115
E08000006,6022,12427,6405
E08000007,9785,19510,9725
E08000008,1817,6877,5060
E08000009,7041,16611,9570
E08000010,1113,8173,7060
E08000011,1333,3593,2260
E08000012,9585,19295,9710
E08000013,564,4119,3555
E08000014,3382,9637,6255
E08000015,4826,11761,6935
E08000016,909,5934,5025
E08000017,2565,8935,6370
E08000018,1141,6621,5480
E08000019,8416,21141,12725
E08000021,4608,10933,6325
E08000022,1586,5491,3905
E08000023,710,3145,2435
E08000024,1306,5776,4470
E08000025,35633,60708,25075
E08000026,7419,14774,7355
E08000027,4456,12771,8315
E08000028,2022,8522,6500
E08000029,3672,10337,6665
E08000030,2232,8287,6055
E08000031,3158,8773,5615
E08000032,5139,17509,12370
E08000033,1576,8356,6780
E08000034,3312,15267,11955
E08000035,14197,35632,21435
E08000036,2463,10003,7540
E08000037,1835,6045,4210
E09000001,29556,43726,14170
E09000002,3504,7344,3840
E09000003,45044,62649,17605
E09000004,4562,10827,6265
E09000019,45513,58698,13185
E09000005,11136,22361,11225
E09000006,6891,18461,11570
E09000007,38158,60163,22005
E09000008,12081,22991,10910
E09000009,9049,22024,12975
E09000010,14402,23687,9285
E09000011,5155,11570,6415
E09000012,9237,20567,11330
E09000013,11956,22416,10460
E09000014,6820,15535,8715
E09000015,19143,29543,10400
E09000016,4767,11802,7035
E09000017,8031,17471,9440
E09000018,6775,16795,10020
E09000020,6430,17235,10805
E09000033,85242,126762,41520
S12000005,29,989,960
E09000021,4795,11485,6690
S12000006,-3206,2664,5870
S12000008,-223,2492,2715
S12000010,-405,2285,2690
E09000022,8675,21880,13205
E09000023,4912,11777,6865
S12000011,573,2768,2195
S12000013,-105,940,1045
S12000014,543,3713,3170
S12000015,491,8376,7885
S12000017,-2489,7421,9910
S12000018,233,1663,1430
S12000019,-175,1770,1945
S12000020,-732,2158,2890
S12000021,-514,2221,2735
S12000023,-808,567,1375
S12000024,-873,4597,5470
S12000026,-1755,2885,4640
S12000027,-673,657,1330
S12000028,-453,2632,3085
S12000029,2258,9673,7415
S12000030,-163,3277,3440
E09000024,9357,17702,8345
E09000025,9115,15395,6280
E09000026,15637,24772,9135
E09000027,4348,15383,11035
S12000033,5350,13545,8195
S12000034,-3574,9516,13090
S12000035,-1523,2117,3640
S12000036,19207,34267,15060
S12000038,1533,5388,3855
S12000039,-23,1467,1490
S12000040,332,4072,3740
E09000028,11870,23595,11725
S12000041,-267,3218,3485
E09000029,4333,10663,6330
W06000016,2531,6756,4225
W06000018,-127,3093,3220
W06000019,-102,878,980
W06000020,-3,1717,1720
W06000021,-464,3401,3865
W06000022,1455,4540,3085
W06000023,-4280,4060,8340
W06000024,-43,927,970
E09000030,17140,28520,11380
E09000031,7000,13865,6865
E09000032,6778,20333,13555
S12000042,1475,4270,2795
S12000044,1140,7065,5925
S12000045,-2,2458,2460
S12000046,15325,29835,14510
W06000001,-1083,1197,2280
W06000002,-1995,2960,4955
W06000003,-828,3017,3845
W06000004,-558,2642,3200
W06000005,-79,4271,4350
W06000006,-107,3413,3520
W06000008,-2066,1784,3850
W06000009,-1670,3450,5120
W06000010,-2498,4432,6930
W06000011,2046,7346,5300
W06000012,157,2672,2515
W06000013,990,4075,3085
W06000014,497,3937,3440
W06000015,9255,17865,8610
