E06000001,0.24792473011917532,1.7913400074599943,,1335,240,130,70,20,15,5
E06000002,0.4495749422446925,1.867075374927086,,1640,360,190,120,35,20,20
E06000003,0.3356063875557221,1.7353196205188104,,1825,365,185,85,35,15,10
E06000004,0.039441463195770195,1.9783784853249649,,3185,505,270,170,65,30,20
E06000005,0.26220845774198576,1.9084753131803571,,1885,360,200,110,25,25,20
E06000006,0.5620707616738313,1.826623845781327,,1820,420,240,135,60,20,20
E06000007,0.0187370810423108,1.9790460868887159,,4715,785,380,225,80,45,40
E06000008,0.39560933326022246,1.8241081802152355,,2665,550,300,165,55,35,20
E06000009,0.5604252121191736,1.6075309198869387,,2190,505,280,115,40,20,10
E06000010,0.7414815687037645,1.7404157266561089,,3225,870,495,270,90,60,35
E06000011,0.22212790907790256,1.608454356172567,,9280,1680,695,340,100,50,20
E06000012,0.39671999296621346,1.7315143738523653,,2795,595,290,155,45,25,20
E06000013,0.24508944778349226,1.7757600689013557,,3445,640,320,170,55,25,20
E06000014,0.3518113760742683,1.7544795384081397,,4175,870,420,210,70,40,30
E06000015,0.1935113979795514,1.9118937123275943,,4210,750,405,250,65,45,35
E06000016,0.4284045635456142,1.7734593902036,,5915,1305,640,350,125,50,55
E06000017,0.054416786881245176,1.8153474731868966,,1335,205,105,70,10,10,5
E06000018,0.47261108039447125,1.919363765915792,,4640,980,585,375,115,75,55
E06000019,0.10615348279708195,1.6750391586655704,,7225,1230,485,245,80,40,20
E06000020,0.2569918058991359,1.9243075197276502,,3015,600,285,175,60,40,30
E06000021,0.6726391228890511,1.651511646575135,,3375,895,450,240,75,35,30
E06000022,0.11793344723873252,1.8109904657906573,,5430,970,430,235,55,40,40
E06000023,0.1966117254754648,1.831487881383532,,10260,1805,955,550,150,90,60
E06000024,0.08849966147398002,1.7470291076019278,,5570,915,420,235,50,30,25
E06000025,0.004179704139074016,1.8613395570174533,,6395,1005,490,280,75,35,40
E06000026,0.5578448150393189,1.692329048366618,,3390,850,370,235,60,35,30
E06000027,0.36639486172186625,1.6927164593218222,,2610,550,235,135,45,25,10
E06000028,0.11604738009333451,1.8469086968345432,,4095,700,350,190,55,35,25
E06000029,0.16090954304353078,1.8294165630367798,,3940,720,335,175,55,40,25
E06000030,-0.2285006029771995,2.2274391232466266,,4215,620,310,190,85,60,45
E06000031,0.24097231023879548,1.95572161585511,,3560,700,350,200,80,35,45
E06000039,-0.2263076611565034,2.3760821671930934,,2990,435,245,160,70,45,50
E06000040,-0.3063097581429442,2.0111181147701656,,6285,845,375,220,70,50,35
E06000041,-0.3521779416355927,1.9796950937965059,,5600,725,325,165,60,25,35
E06000042,-0.24053579137324266,2.1373018915014583,,7070,1025,480,300,120,80,60
E06000043,0.05711511993879674,1.6930427301289341,,8515,1330,605,300,80,35,25
E06000032,-0.03749669889277094,2.0688075862589903,,3435,565,305,145,50,35,45
E06000033,-0.011916577276432078,1.8101662215661212,,4330,680,310,150,55,25,20
E06000034,-0.024773915596056885,1.875283551330004,,3215,515,240,110,40,35,15
E06000035,0.09641460732273235,1.783762696815328,,4900,815,400,190,60,40,20
E06000036,-0.5825969417415107,2.2809489877477773,,3215,405,180,105,35,30,35
E06000037,-0.12084247111357165,1.9757397339370406,,6050,870,465,250,90,40,40
E06000044,0.2876188473056829,1.7536720296730384,,3355,655,320,160,50,30,20
E06000045,0.2764211795207701,1.7985696020630766,,3745,765,340,180,55,40,30
E06000046,0.552971446279527,1.5137963773324854,,2980,695,315,170,35,15,10
E06000047,0.31354338611129196,1.7191772977795272,,8385,1705,720,425,145,65,40
E06000049,0.03941977077147803,1.78350107161103,,12730,2035,950,500,135,70,60
E06000050,0.10206573364503954,1.8040982911040164,,8750,1545,650,355,125,70,45
