W06000010,1126,678,1311,1317
E07000141,1284,917,1653,1592
E09000004,3491,2060,2868,2408
S12000005,298,169,275,247
E06000007,5408,2295,6741,2187
E06000032,3300,1397,2016,2007
E06000036,1334,809,1404,1910
E07000205,1045,687,1211,1590
E07000221,1748,1254,2342,2549
E08000011,1010,652,1321,610
E06000050,3875,2349,4442,3872
N09000011,759,457,805,909
E07000121,1080,639,1235,1239
S12000024,1070,723,1377,1427
E07000070,3065,1686,2816,2672
E07000152,928,623,1101,986
E06000055,2158,1266,2214,2292
E08000001,3318,2058,3349,2851
E07000123,1916,1160,1874,2004
E06000045,2470,1434,2410,2642
E07000214,1558,1139,1654,1917
N09000003,3230,1860,3485,4895
E07000084,2072,1392,2232,2317
E07000095,1523,941,1983,2023
E07000195,952,611,1081,1071
E07000156,841,566,1004,1032
E08000023,1163,540,831,611
E07000206,790,528,1016,1190
E08000007,4941,4219,5891,4459
E07000216,2522,1707,2896,3218
E07000179,1804,1206,2196,2502
E09000020,5239,2726,4138,5132
E06000026,1884,1110,1844,1862
E07000189,1272,784,1757,1988
E07000106,1646,1072,1714,1792
E07000177,1665,1080,2130,2090
E09000011,4714,2252,2715,1889
E07000213,2489,1027,1359,1492
E06000018,3448,1872,3343,4026
E07000181,1346,921,1899,1911
E07000082,1142,823,1598,1780
E07000187,1187,694,1432,1429
E07000090,1514,927,1500,1567
E08000027,3020,2066,3562,4123
E07000129,1078,623,1347,1318
E07000220,1390,868,1271,1181
E07000202,1295,799,1265,1456
E07000133,440,288,463,526
E07000210,1560,970,2034,2593
W06000008,386,258,589,551
E08000037,1806,1039,1685,1515
E07000154,4283,1699,2622,2712
E06000034,2909,2295,1741,1097
E07000149,918,605,1160,1196
E07000074,842,503,956,1125
E06000016,4460,2357,3553,3523
S12000038,1435,862,1480,1611
E07000072,2345,1456,2530,2745
E07000132,895,524,1007,1035
E08000017,2915,1594,2427,1999
E07000027,596,336,609,482
W06000018,915,472,880,826
E06000019,1564,1043,2173,2374
E08000013,1288,615,1131,1085
E07000151,1144,823,1300,964
E07000096,2569,1815,2902,2471
E07000224,1293,704,1346,1709
E08000010,2430,1440,2317,1986
W06000011,2086,1081,2076,2103
E07000145,676,430,755,783
E07000049,1043,679,1352,1637
E07000079,1202,898,1672,1858
E07000200,857,535,1109,1197
E07000131,1114,871,1487,1354
E07000067,1822,1135,1896,1820
E07000124,718,500,879,855
E07000171,938,550,889,969
E07000119,2026,866,1326,1423
E07000033,454,284,582,567
E08000015,4072,1956,3168,2565
E07000235,755,640,1105,1202
E07000041,1263,828,1429,1924
E07000117,705,366,739,653
E07000238,1467,1073,2001,2052
E07000199,663,407,741,700
E07000198,615,393,778,804
E06000021,1935,1011,1806,2121
E07000234,1019,734,1381,1496
E07000243,1082,651,1022,934
E06000015,2975,1800,3045,2726
E07000091,1782,1188,2253,2690
E07000034,922,678,1013,1129
E06000033,3551,2280,3897,3783
E09000002,3678,1505,1459,702
E07000208,1204,686,1120,1314
E07000127,1151,745,1325,1195
E07000032,958,582,1159,1241
E07000194,1420,877,1669,1585
E07000203,1052,746,1308,1399
E07000241,1607,905,1348,1646
E07000039,726,447,920,728
E06000044,3204,1315,2033,1889
E06000006,835,512,838,899
E07000063,1065,730,1190,1311
E07000178,1745,1090,1831,2204
E07000042,635,405,874,921
E07000081,1108,687,1242,1420
E07000085,1430,1083,1973,2242
E07000010,655,407,775,793
W06000019,299,138,243,198
E06000047,3085,2032,3182,2549
E07000093,1798,939,1650,1970
E08000022,1626,972,1473,1420
E08000014,2696,1609,2741,2591
E07000108,1120,835,895,856
E07000047,368,240,497,487
W06000021,865,525,1055,956
E07000064,1510,752,1114,1323
S12000017,1841,1122,2379,2079
E07000031,871,615,1421,1841
E07000212,1254,800,1467,2074
E07000120,645,378,654,653
E07000113,1126,638,1210,1271
E07000229,1450,956,1775,1892
E06000051,2914,2017,3841,3775
E07000107,1732,988,1453,1152
E07000109,1434,732,1020,950
E07000204,997,677,1190,1537
E07000144,1083,648,1295,1436
E06000030,2319,1370,2296,2205
S12000014,1183,634,1054,842
E07000138,978,652,981,1072
E07000173,835,520,941,847
E07000092,1152,668,1220,1377
N09000009,832,492,1069,1039
E07000201,452,291,474,601
S12000029,3353,1638,2677,2005
E07000086,1650,1119,1990,1946
W06000014,1148,606,1124,1059
E07000137,766,439,898,1302
E07000164,744,505,951,1013
E07000237,966,628,1152,1168
E07000052,1217,797,1397,1800
E07000135,561,312,459,444
E07000118,1228,780,1375,1124
S12000045,738,437,632,651
S12000020,524,300,691,643
E07000011,2193,1255,2302,2285
E08000030,2307,1320,2246,2414
E07000053,422,278,568,597
S12000011,814,521,802,631
E07000172,955,550,1077,965
E07000167,450,292,610,608
W06000006,970,547,977,919
E07000009,828,535,1016,1078
E07000188,878,635,1262,1205
E07000004,2450,1541,2754,2924
E07000089,1245,745,1390,1602
W06000009,764,499,1039,1148
E07000139,2428,702,914,880
E07000103,1934,1064,1777,1622
N09000005,777,387,800,980
W06000013,1118,724,1195,1038
