1965-03-22,00841980,BIRTH
1966-05-20,00879789,BIRTH
1966-05-27,00880309,BIRTH
1966-09-30,00888811,BIRTH
1966-11-18,SC044041,BIRTH
1967-01-13,00895924,BIRTH
1967-02-10,00897860,BIRTH
1967-03-07,00900101,BIRTH
1967-03-28,00901984,BIRTH
1967-08-02,00912275,BIRTH
1967-10-06,00917412,BIRTH
1967-10-24,00919418,BIRTH
1967-10-24,00919572,BIRTH
1968-02-15,00927355,BIRTH
1968-02-23,00927716,BIRTH
1968-05-23,00932617,BIRTH
1968-06-10,00933494,BIRTH
1968-07-16,00935541,BIRTH
1968-07-17,00935600,BIRTH
1968-10-15,00940532,BIRTH
1968-11-13,SC046089,BIRTH
1968-12-06,00943731,BIRTH
1968-12-18,00944439,BIRTH
1968-12-23,00944764,BIRTH
1969-01-01,00945116,BIRTH
1969-01-03,00945310,BIRTH
1969-02-04,00947282,BIRTH
1969-06-18,00956470,BIRTH
1969-06-23,00956727,BIRTH
1969-12-10,00967972,BIRTH
1970-01-22,00970701,BIRTH
1970-01-28,NI007805,BIRTH
1970-08-21,00987543,BIRTH
1970-10-02,00990768,BIRTH
1970-11-05,00993570,BIRTH
1971-01-07,00999071,BIRTH
1971-06-03,01013197,BIRTH
1971-06-24,01015467,BIRTH
1971-06-29,01015975,BIRTH
1971-08-24,01022070,BIRTH
1971-11-05,01030108,BIRTH
1971-11-11,01030842,BIRTH
1971-11-22,01031967,BIRTH
1972-02-02,01040901,BIRTH
1972-04-25,NI008641,BIRTH
1972-05-03,01052732,BIRTH
1972-05-31,01056322,BIRTH
1972-08-02,01063972,BIRTH
1972-08-15,01065921,BIRTH
1972-08-17,01066407,BIRTH
1972-08-23,01067354,BIRTH
1972-10-23,01077895,BIRTH
1972-11-02,01079784,BIRTH
1973-01-11,01090625,BIRTH
1973-02-06,01094701,BIRTH
1973-04-11,SC052864,BIRTH
1973-04-13,01108259,BIRTH
1973-04-25,01110101,BIRTH
1973-05-14,01113445,BIRTH
1973-05-24,SC053175,BIRTH
1973-05-24,01115239,BIRTH
1973-06-08,01117532,BIRTH
1973-08-03,01126618,BIRTH
1973-09-01,LP002254,BIRTH
1973-10-03,SC054153,BIRTH
1973-11-27,01147853,BIRTH
1974-04-04,01165789,BIRTH
1974-06-17,01174108,BIRTH
1974-06-18,01174271,BIRTH
1974-08-06,01179907,BIRTH
1974-12-31,01195150,BIRTH
1975-02-17,01200428,BIRTH
1975-03-03,01202119,BIRTH
1975-03-12,01203321,BIRTH
1975-03-20,01204420,BIRTH
1975-05-05,01210991,BIRTH
1975-05-07,01211293,BIRTH
1975-09-26,01227919,BIRTH
1975-10-10,01229471,BIRTH
1975-11-04,01232263,BIRTH
1975-11-20,01234542,BIRTH
1975-12-24,01238563,BIRTH
1976-01-05,01239355,BIRTH
1976-02-25,01246041,BIRTH
1976-03-02,01246878,BIRTH
1976-03-04,01247159,BIRTH
1976-03-10,01248319,BIRTH
1976-03-16,01249170,BIRTH
1976-04-13,01254623,BIRTH
1976-04-29,01256284,BIRTH
1976-05-04,01256892,BIRTH
1976-06-02,01261170,BIRTH
1976-06-21,01264216,BIRTH
1976-07-28,01270668,BIRTH
1976-10-18,01282121,BIRTH
1976-11-08,01285538,BIRTH
1976-12-10,01290165,BIRTH
1976-12-16,01290986,BIRTH
1977-01-28,01296215,BIRTH
1977-02-01,01296482,BIRTH
1977-02-18,01299197,BIRTH
1977-04-21,01309832,BIRTH
1977-05-20,01314405,BIRTH
1977-05-23,01314582,BIRTH
1977-05-27,01315261,BIRTH
1977-09-19,01330662,BIRTH
1977-09-23,01331317,BIRTH
1977-09-26,SC063150,BIRTH
1977-11-14,01338540,BIRTH
1977-11-30,NP000193,BIRTH
1977-12-09,NI012422,BIRTH
1978-01-20,01349342,BIRTH
1978-01-31,01350849,BIRTH
1978-02-17,01353688,BIRTH
1978-04-04,01361242,BIRTH
1978-05-05,01366846,BIRTH
1978-05-12,01368317,BIRTH
1978-05-25,01370654,BIRTH
1978-05-25,01370649,BIRTH
1978-06-22,01374809,BIRTH
1978-06-30,SC065276,BIRTH
1978-08-11,01383545,BIRTH
1978-10-11,01393553,BIRTH
1978-11-29,01402593,BIRTH
1978-12-12,01405052,BIRTH
1979-01-03,01407579,BIRTH
1979-02-07,01413661,BIRTH
1979-02-28,SC067196,BIRTH
1979-05-25,01423241,BIRTH
1979-06-06,01426174,BIRTH
1979-06-08,01427231,BIRTH
1979-06-12,01428276,BIRTH
1979-07-11,01436313,BIRTH
1979-07-26,01440051,BIRTH
1979-08-08,01442705,BIRTH
1979-08-16,01444274,BIRTH
1979-08-23,01445303,BIRTH
1979-09-21,01450060,BIRTH
1979-09-26,01450607,BIRTH
1979-11-05,01459126,BIRTH
1979-11-07,01459729,BIRTH
1979-11-20,01462072,BIRTH
1979-11-30,01464201,BIRTH
1979-12-06,01465252,BIRTH
1980-02-26,01481591,BIRTH
1980-04-02,01489006,BIRTH
1980-04-14,01490670,BIRTH
1980-04-14,01490677,BIRTH
1980-04-30,SC071325,BIRTH
1980-05-06,01495313,BIRTH
1980-05-14,01496728,BIRTH
1980-05-21,01497709,BIRTH
1980-06-19,01503122,BIRTH
1980-07-11,01507345,BIRTH
1980-07-15,01507805,BIRTH
1980-07-25,01509334,BIRTH
1980-08-14,01512494,BIRTH
1980-08-21,01513621,BIRTH
1980-09-16,01517689,BIRTH
1980-10-09,01521086,BIRTH
1980-10-17,01523133,BIRTH
1980-11-20,01529384,BIRTH
1980-11-24,01529641,BIRTH
1981-01-22,01540664,BIRTH
1981-01-30,01542439,BIRTH
1981-02-19,01546415,BIRTH
1981-02-24,01546904,BIRTH
1981-04-06,01554966,BIRTH
1981-04-06,01554993,BIRTH
1981-05-15,01561859,BIRTH
1981-06-10,01567080,BIRTH
1981-06-17,01568584,BIRTH
1981-06-30,01571171,BIRTH
1981-07-17,01575108,BIRTH
1981-07-21,01575601,BIRTH
1981-08-14,01580332,BIRTH
1981-11-11,01597259,BIRTH
1981-12-01,01600996,BIRTH
1982-01-04,01606367,BIRTH
1982-01-18,01608356,BIRTH
1982-02-02,01610710,BIRTH
1982-03-02,01618595,BIRTH
1982-04-29,01632225,BIRTH
1982-06-02,01640383,BIRTH
1982-07-12,01650202,BIRTH
1982-07-15,01651493,BIRTH
1982-07-22,01653290,BIRTH
1982-07-27,01654333,BIRTH
1982-08-24,SC079873,BIRTH
1982-09-28,01667866,BIRTH
1982-10-07,01670320,BIRTH
1982-10-29,01674475,BIRTH
1983-01-14,01691374,BIRTH
1983-01-28,SC081565,BIRTH
1983-02-01,01696041,BIRTH
1983-02-09,01698054,BIRTH
1983-02-16,01699912,BIRTH
1983-02-24,01702272,BIRTH
1983-02-25,01702558,BIRTH
1983-03-14,01706189,BIRTH
1983-03-24,01709317,BIRTH
1983-04-08,01713460,BIRTH
1983-04-13,01714719,BIRTH
1983-04-22,FC011866,BIRTH
1983-05-12,01722894,BIRTH
1983-07-08,01737985,BIRTH
1983-07-13,01739136,BIRTH
1983-07-22,01741498,BIRTH
1983-08-16,01746219,BIRTH
1983-09-07,01750761,BIRTH
1983-09-09,01751846,BIRTH
1983-09-15,01753365,BIRTH
1983-09-27,01756332,BIRTH
1983-09-29,01757119,BIRTH
1984-01-19,01784425,BIRTH
1984-02-14,01791541,BIRTH
1984-02-15,01791945,BIRTH
1984-02-20,01793210,BIRTH
1984-03-01,01796413,BIRTH
1984-03-07,01797838,BIRTH
1984-03-15,01800317,BIRTH
1984-03-26,01803307,BIRTH
1984-04-02,01805148,BIRTH
1984-04-19,01810474,BIRTH
1984-05-04,01814057,BIRTH
1984-06-15,01825099,BIRTH
1984-07-23,01835184,BIRTH
1984-08-01,01837521,BIRTH
1984-09-10,01847014,BIRTH
1984-10-03,01852410,BIRTH
1984-10-31,01859721,BIRTH
1984-11-07,01861717,BIRTH
1984-11-21,01865256,BIRTH
1984-12-12,01870948,BIRTH
1984-12-17,01872493,BIRTH
1984-12-21,01873919,BIRTH
1984-12-27,01874377,BIRTH
1985-02-08,01884390,BIRTH
1985-02-11,01884874,BIRTH
1985-02-20,01887972,BIRTH
1985-02-27,01890265,BIRTH
1985-03-11,01894014,BIRTH
1985-04-04,01902712,BIRTH
1985-04-29,01909323,BIRTH
1985-05-08,NI018434,BIRTH
1985-05-10,01912979,BIRTH
1985-06-13,01922054,BIRTH
1985-06-18,01923551,BIRTH
1985-06-24,01925241,BIRTH
1985-06-24,01925221,BIRTH
1985-06-28,01926883,BIRTH
1985-07-26,NI018674,BIRTH
1985-07-31,NI018681,BIRTH
1985-08-01,01935287,BIRTH
1985-08-02,01935658,BIRTH
1985-08-13,01938431,BIRTH
1985-09-10,01946020,BIRTH
1985-09-13,01947085,BIRTH
1985-10-01,01951852,BIRTH
1985-11-22,01963362,BIRTH
1985-11-25,01964531,BIRTH
1985-12-04,01968602,BIRTH
1985-12-19,01972936,BIRTH
1986-01-01,01974519,BIRTH
1986-01-21,LP003210,BIRTH
1986-02-10,01987850,BIRTH
1986-02-12,01988468,BIRTH
1986-02-17,01990370,BIRTH
1986-02-20,01991786,BIRTH
1986-02-20,01991532,BIRTH
1986-03-04,01995238,BIRTH
1986-03-05,01995941,BIRTH
1986-03-13,01999183,BIRTH
1986-03-17,02000987,BIRTH
1986-04-10,02008786,BIRTH
1986-04-10,02008761,BIRTH
1986-04-25,02014079,BIRTH
1986-04-30,02015492,BIRTH
1986-06-12,02027765,BIRTH
1986-06-16,02028277,BIRTH
1986-07-02,02033303,BIRTH
1986-08-06,02044209,BIRTH
1986-08-06,02043947,BIRTH
1986-08-26,02049451,BIRTH
1986-08-29,02050858,BIRTH
1986-10-01,02060292,BIRTH
1986-10-09,02062728,BIRTH
1986-11-13,FC013867,BIRTH
1987-01-08,02087588,BIRTH
1987-01-16,02090282,BIRTH
1987-01-28,02093856,BIRTH
1987-02-19,02101501,BIRTH
1987-02-23,02102309,BIRTH
1987-03-23,02114427,BIRTH
1987-03-30,02117093,BIRTH
1987-04-03,02119384,BIRTH
1987-04-07,02120406,BIRTH
1987-04-15,02123467,BIRTH
1987-04-16,02124027,BIRTH
1987-04-23,02125228,BIRTH
1987-05-07,02129153,BIRTH
1987-06-02,02136548,BIRTH
1987-06-08,SC105050,BIRTH
1987-07-08,02145988,BIRTH
1987-07-14,02147037,BIRTH
1987-07-28,02150761,BIRTH
1987-08-10,02153671,BIRTH
1987-08-10,02153766,BIRTH
1987-09-08,02162204,BIRTH
1987-09-15,02164770,BIRTH
1987-10-30,02185626,BIRTH
1987-11-02,02186870,BIRTH
1987-11-06,02189823,BIRTH
1987-11-06,02189669,BIRTH
1987-11-10,02190816,BIRTH
1987-11-10,02191078,BIRTH
1987-11-30,02200681,BIRTH
1987-12-02,02201293,BIRTH
1987-12-07,02203259,BIRTH
1987-12-15,02205775,BIRTH
1987-12-24,02208397,BIRTH
1988-01-04,02209616,BIRTH
1988-02-02,02216290,BIRTH
1988-02-11,02220671,BIRTH
1988-02-16,02221946,BIRTH
1988-02-16,02221978,BIRTH
1988-03-01,02225727,BIRTH
1988-03-17,02231779,BIRTH
1988-05-06,02252600,BIRTH
1988-05-25,02262080,BIRTH
1988-06-01,02263621,BIRTH
1988-06-02,02264139,BIRTH
1988-06-28,02272018,BIRTH
1988-06-29,02272384,BIRTH
1988-07-04,02273792,BIRTH
1988-07-08,02275751,BIRTH
1988-09-14,02296250,BIRTH
1988-09-16,02297384,BIRTH
1988-09-23,02299302,BIRTH
1988-09-26,02300005,BIRTH
1988-10-18,02306753,BIRTH
1988-10-25,02308831,BIRTH
1988-11-16,02318165,BIRTH
1988-12-05,02325065,BIRTH
1988-12-13,02328054,BIRTH
1988-12-16,02329039,BIRTH
1989-01-17,02336142,BIRTH
1989-02-07,02344253,BIRTH
1989-02-13,02346707,BIRTH
1989-02-15,02348608,BIRTH
1989-02-24,02352430,BIRTH
1989-03-01,02353674,BIRTH
1989-03-06,02355291,BIRTH
1989-03-07,02356560,BIRTH
1989-03-10,02359922,BIRTH
1989-03-29,02366007,BIRTH
1989-03-30,02366904,BIRTH
1989-04-06,02369082,BIRTH
1989-04-11,02370568,BIRTH
1989-04-24,02375067,BIRTH
1989-05-12,SC117858,BIRTH
1989-05-23,02388001,BIRTH
1989-06-01,IP26636R,BIRTH
1989-06-05,02392211,BIRTH
1989-06-26,02398532,BIRTH
1989-06-30,02399806,BIRTH
1989-07-24,02407222,BIRTH
1989-08-29,SC119814,BIRTH
1989-09-12,02421999,BIRTH
1989-09-20,02424830,BIRTH
1989-09-21,02425131,BIRTH
1989-09-27,02426790,BIRTH
1989-10-05,02429795,BIRTH
1989-10-11,02431341,BIRTH
1989-10-23,02435287,BIRTH
1989-10-24,02435343,BIRTH
1989-10-31,02438333,BIRTH
1989-11-02,02439074,BIRTH
1989-11-06,02440502,BIRTH
1989-11-17,02443802,BIRTH
1989-12-07,SC121799,BIRTH
1990-01-03,SC122209,BIRTH
1990-01-26,02463590,BIRTH
1990-02-13,02469593,BIRTH
1990-02-27,02474729,BIRTH
1990-03-07,02478302,BIRTH
1990-03-21,02483663,BIRTH
1990-03-26,02485328,BIRTH
1990-04-06,02490219,BIRTH
1990-05-02,02498394,BIRTH
1990-05-14,NI024464,BIRTH
1990-05-15,02502340,BIRTH
1990-05-25,02506105,BIRTH
1990-05-31,02507368,BIRTH
1990-06-05,02508494,BIRTH
1990-06-18,02512594,BIRTH
1990-06-20,02513638,BIRTH
1990-06-29,02517015,BIRTH
1990-07-17,02522867,BIRTH
1990-09-17,02539960,BIRTH
1990-10-05,02546107,BIRTH
1990-10-10,02547288,BIRTH
1990-10-17,02549296,BIRTH
1990-10-29,02552848,BIRTH
1990-11-05,02555123,BIRTH
1990-11-13,SL001560,BIRTH
1990-11-28,02563079,BIRTH
1990-12-10,02566973,BIRTH
1991-02-07,02580618,BIRTH
1991-02-12,02581773,BIRTH
1991-02-21,02584435,BIRTH
1991-03-11,SC130489,BIRTH
1991-04-16,02601737,BIRTH
1991-04-23,02604475,BIRTH
1991-05-17,02611757,BIRTH
1991-06-03,02616421,BIRTH
1991-06-21,02623125,BIRTH
1991-07-11,SP2404RS,BIRTH
1991-07-18,02630447,BIRTH
1991-07-22,SC132991,BIRTH
1991-07-25,02632610,BIRTH
1991-08-05,02634842,BIRTH
1991-08-09,02636703,BIRTH
1991-08-12,02637115,BIRTH
1991-08-23,02640534,BIRTH
1991-09-09,02644182,BIRTH
1991-09-13,02645405,BIRTH
1991-10-21,02655979,BIRTH
1991-11-11,02661917,BIRTH
1991-11-22,02665126,BIRTH
1991-11-26,02665907,BIRTH
1991-11-27,02666295,BIRTH
1991-12-18,02672207,BIRTH
1991-12-18,02672213,BIRTH
1992-01-31,02683218,BIRTH
1992-02-10,02685651,BIRTH
1992-02-25,SC136812,BIRTH
1992-02-28,02692195,BIRTH
1992-03-04,02693794,BIRTH
1992-03-25,02700146,BIRTH
1992-03-25,02700262,BIRTH
1992-03-25,02700493,BIRTH
1992-03-26,NI026448,BIRTH
1992-04-01,02702885,BIRTH
1992-04-23,02709197,BIRTH
1992-04-29,02710854,BIRTH
1992-05-29,NI026629,BIRTH
1992-06-04,02720522,BIRTH
1992-06-08,02721265,BIRTH
1992-06-16,02723137,BIRTH
1992-06-17,02723626,BIRTH
1992-06-30,02727446,BIRTH
1992-07-30,02735831,BIRTH
1992-08-28,02743771,BIRTH
1992-09-01,02744177,BIRTH
1992-09-08,02745791,BIRTH
1992-09-29,02751595,BIRTH
1992-09-30,02751659,BIRTH
1992-10-02,02752727,BIRTH
1992-10-22,02758198,BIRTH
1992-10-28,SC140944,BIRTH
1992-11-03,02761415,BIRTH
1992-11-20,02766547,BIRTH
1992-11-24,02767331,BIRTH
1992-12-07,02771402,BIRTH
1993-01-01,FC004171,BIRTH
1993-01-04,02776684,BIRTH
1993-01-05,02777131,BIRTH
1993-01-19,SC142145,BIRTH
1993-01-20,02781493,BIRTH
1993-01-22,SC142211,BIRTH
1993-02-11,02788907,BIRTH
1993-02-15,02791570,BIRTH
1993-02-25,SC142872,BIRTH
1993-03-02,02794832,BIRTH
1993-03-16,02800129,BIRTH
1993-04-15,02809674,BIRTH
1993-04-23,02812340,BIRTH
1993-05-27,02822093,BIRTH
1993-06-07,02826112,BIRTH
1993-06-28,FC017462,BIRTH
1993-07-02,02832606,BIRTH
1993-07-27,02839819,BIRTH
1993-07-29,02840734,BIRTH
1993-08-23,02847022,BIRTH
1993-08-24,02847311,BIRTH
1993-08-25,02847585,BIRTH
1993-09-02,02849932,BIRTH
1993-09-08,02851315,BIRTH
1993-09-08,02851392,BIRTH
1993-09-15,02853547,BIRTH
1993-09-16,02854128,BIRTH
1993-09-24,02856730,BIRTH
1993-10-13,02862111,BIRTH
1993-10-15,02863035,BIRTH
1993-11-09,02870383,BIRTH
1993-11-15,02871722,BIRTH
1993-11-17,SC147563,BIRTH
1993-12-02,SC147842,BIRTH
1993-12-02,02877311,BIRTH
1993-12-07,02878435,BIRTH
1993-12-20,02882172,BIRTH
1994-01-07,02885644,BIRTH
1994-01-13,SC148386,BIRTH
1994-01-25,02890953,BIRTH
1994-02-01,02893566,BIRTH
1994-02-04,02894974,BIRTH
1994-02-08,02895782,BIRTH
1994-02-09,02896195,BIRTH
1994-02-22,02901358,BIRTH
1994-03-02,SC149404,BIRTH
1994-03-09,02906386,BIRTH
1994-03-31,02915016,BIRTH
1994-04-07,02916778,BIRTH
1994-04-08,02917245,BIRTH
1994-04-25,02922551,BIRTH
1994-04-26,02922901,BIRTH
1994-05-05,02925750,BIRTH
1994-05-06,02926596,BIRTH
1994-05-09,02926976,BIRTH
1994-05-10,02927533,BIRTH
1994-06-17,02940202,BIRTH
1994-07-12,02947710,BIRTH
1994-07-13,02948246,BIRTH
1994-07-15,02949216,BIRTH
1994-07-18,02949799,BIRTH
1994-08-01,02954580,BIRTH
1994-08-11,02957579,BIRTH
1994-08-19,02960255,BIRTH
1994-08-24,02961811,BIRTH
1994-09-06,NI028744,BIRTH
1994-09-15,02968368,BIRTH
1994-09-19,02969355,BIRTH
1994-09-22,02970489,BIRTH
1994-09-28,02971974,BIRTH
1994-09-30,02972829,BIRTH
1994-10-14,02979299,BIRTH
1994-10-28,02984465,BIRTH
1994-11-16,02991106,BIRTH
1994-11-16,02990704,BIRTH
1994-12-13,03000877,BIRTH
1994-12-23,03005220,BIRTH
1995-01-19,03011943,BIRTH
1995-01-20,03012156,BIRTH
1995-01-25,03014373,BIRTH
1995-01-25,03013944,BIRTH
1995-02-08,03019413,BIRTH
1995-02-10,03020657,BIRTH
1995-02-16,03022692,BIRTH
1995-02-23,03025639,BIRTH
1995-03-07,03030229,BIRTH
1995-03-29,03039304,BIRTH
1995-04-05,03042179,BIRTH
1995-04-12,03045831,BIRTH
1995-04-18,03046843,BIRTH
1995-04-19,03047257,BIRTH
1995-04-20,SC157540,BIRTH
1995-04-24,03049214,BIRTH
1995-05-04,03053287,BIRTH
1995-05-09,03054398,BIRTH
1995-05-10,03054878,BIRTH
1995-05-18,03058364,BIRTH
1995-05-19,SC158159,BIRTH
1995-05-19,03058859,BIRTH
1995-05-25,03061099,BIRTH
1995-06-02,03064091,BIRTH
1995-06-07,03065510,BIRTH
1995-06-21,03070845,BIRTH
1995-06-28,03073420,BIRTH
1995-07-03,03075302,BIRTH
1995-07-11,03078102,BIRTH
1995-07-20,03081951,BIRTH
1995-07-28,03086621,BIRTH
1995-07-31,03085443,BIRTH
1995-08-02,03086842,BIRTH
1995-08-11,03090196,BIRTH
1995-08-16,03092059,BIRTH
1995-08-30,03096302,BIRTH
1995-08-31,03097109,BIRTH
1995-09-12,03100929,BIRTH
1995-09-14,IP28257R,BIRTH
1995-09-27,03107320,BIRTH
1995-10-12,03112914,BIRTH
1995-11-06,03122484,BIRTH
1995-11-06,03122581,BIRTH
1995-11-20,03128168,BIRTH
1995-11-21,03128689,BIRTH
1995-11-21,03129086,BIRTH
1995-11-27,03130889,BIRTH
1995-12-04,03133751,BIRTH
1995-12-13,03137386,BIRTH
1995-12-18,03139018,BIRTH
1995-12-19,03139325,BIRTH
1996-01-16,03146913,BIRTH
1996-01-17,03147233,BIRTH
1996-01-25,03151140,BIRTH
1996-01-30,03152886,BIRTH
1996-01-30,03155226,BIRTH
1996-02-01,03153896,BIRTH
1996-02-06,03155660,BIRTH
1996-02-08,03156874,BIRTH
1996-02-15,03160481,BIRTH
1996-02-23,03163347,BIRTH
1996-02-26,03164392,BIRTH
1996-03-13,03172307,BIRTH
1996-03-13,03171832,BIRTH
1996-03-13,03172093,BIRTH
1996-03-28,03179242,BIRTH
1996-03-28,03181695,BIRTH
1996-03-29,03179963,BIRTH
1996-04-03,03182078,BIRTH
1996-04-11,03184366,BIRTH
1996-04-16,03186713,BIRTH
1996-04-23,03189566,BIRTH
1996-04-30,03192513,BIRTH
1996-05-16,03199511,BIRTH
1996-05-21,03201768,BIRTH
1996-06-03,IP28391R,BIRTH
1996-07-16,LP005156,BIRTH
1996-07-18,03226445,BIRTH
1996-08-02,03233096,BIRTH
1996-08-02,03233355,BIRTH
1996-08-05,03233954,BIRTH
1996-08-06,03234247,BIRTH
1996-08-12,03236789,BIRTH
1996-08-20,SC167808,BIRTH
1996-08-23,03241600,BIRTH
1996-09-05,03245965,BIRTH
1996-09-05,03246290,BIRTH
1996-09-26,03255426,BIRTH
1996-10-03,03258491,BIRTH
1996-10-07,03259905,BIRTH
1996-10-24,03268704,BIRTH
1996-10-31,03272391,BIRTH
1996-11-01,03272831,BIRTH
1996-11-12,03276793,BIRTH
1996-11-19,03280581,BIRTH
1996-11-25,03283404,BIRTH
1996-11-28,03285277,BIRTH
1996-12-02,03288402,BIRTH
1996-12-04,03287665,BIRTH
1996-12-11,03290357,BIRTH
1996-12-13,NI031759,BIRTH
1996-12-17,03293425,BIRTH
1996-12-17,03293708,BIRTH
1996-12-19,03296630,BIRTH
1997-01-02,03298657,BIRTH
1997-01-22,03305717,BIRTH
1997-01-24,03307175,BIRTH
1997-01-27,03308037,BIRTH
1997-01-28,03308588,BIRTH
1997-02-03,03311668,BIRTH
1997-02-07,03314544,BIRTH
1997-02-18,03319869,BIRTH
1997-02-20,03321831,BIRTH
1997-02-28,03326053,BIRTH
1997-03-11,03331225,BIRTH
1997-03-11,03331595,BIRTH
1997-03-12,03332277,BIRTH
1997-03-24,SC173789,BIRTH
1997-04-01,03343128,BIRTH
1997-04-09,03348449,BIRTH
1997-04-09,03348177,BIRTH
1997-04-10,03349379,BIRTH
1997-04-10,03350242,BIRTH
1997-04-10,03350618,BIRTH
1997-04-10,03348685,BIRTH
1997-04-14,03352001,BIRTH
1997-04-15,03352684,BIRTH
1997-04-15,03353004,BIRTH
1997-04-16,NI032255,BIRTH
1997-04-23,03358868,BIRTH
1997-05-01,03363223,BIRTH
1997-05-01,03364337,BIRTH
1997-05-06,03365504,BIRTH
1997-05-19,03373144,BIRTH
1997-06-16,SC176408,BIRTH
1997-06-17,03388055,BIRTH
1997-06-18,03388516,BIRTH
1997-07-02,03396258,BIRTH
1997-07-02,03396503,BIRTH
1997-07-03,03397712,BIRTH
1997-07-15,03403554,BIRTH
1997-07-16,03404275,BIRTH
1997-07-28,03410031,BIRTH
1997-07-29,03410998,BIRTH
1997-08-06,03415212,BIRTH
1997-08-11,SC177870,BIRTH
1997-08-21,03423126,BIRTH
1997-08-27,03425064,BIRTH
1997-09-10,03431811,BIRTH
1997-09-19,03437154,BIRTH
1997-09-24,03438741,BIRTH
1997-09-25,NI032992,BIRTH
1997-09-26,03439872,BIRTH
1997-10-01,FC020723,BIRTH
1997-10-01,03442715,BIRTH
1997-10-15,03450197,BIRTH
1997-10-22,03453829,BIRTH
1997-10-27,03455847,BIRTH
1997-10-29,03457203,BIRTH
1997-11-04,03459943,BIRTH
1997-11-06,03461701,BIRTH
1997-11-10,03463208,BIRTH
1997-11-13,03465435,BIRTH
1997-11-20,03468844,BIRTH
1997-11-24,03469964,BIRTH
1997-12-02,03475173,BIRTH
1997-12-08,03477223,BIRTH
1997-12-15,03480927,BIRTH
1997-12-16,03482213,BIRTH
1997-12-19,03483833,BIRTH
1998-01-01,03487729,BIRTH
1998-01-07,03489611,BIRTH
1998-01-21,03496833,BIRTH
1998-02-04,03504458,BIRTH
1998-02-16,NI033622,BIRTH
1998-02-20,03514908,BIRTH
1998-02-26,03517484,BIRTH
1998-03-02,03519678,BIRTH
1998-03-04,03521726,BIRTH
