4,11
1,13
8,5
81,1
12,9
19,3
18,9
-7,8
11,11
-1,15
13,13
38,2
43,1
-4,9
48,1
-26,1
2,10
25,5
116,1
17,3
41,3
46,1
21,5
30,2
35,4
53,1
101,1
32,4
75,1
39,4
22,3
51,1
26,4
31,3
0,22
-11,2
42,1
20,3
-25,1
-53,1
-5,10
-24,1
6,10
9,2
3,10
23,3
28,1
62,1
24,8
36,2
-3,9
5,10
-10,3
-16,2
-13,3
-2,7
7,6
-9,4
-12,4
16,3
-14,3
-17,3
27,2
15,1
10,6
33,2
14,2
-6,5
-19,2
-8,6
29,2
40,1
34,1
182,1
49,2
97,1
60,1
78,1
69,1
331,1
63,1
117,2
277,1
407,1
37,1
364,1
91,1
58,1
334,1
103,2
74,1
80,2
54,1
176,1
68,1
57,2
846,1
-34,1
77,1
-29,2
-20,1
67,1
129,1
-39,1
156,1
98,1
-46,1
139,1
59,1
52,1
134,1
-22,2
83,1
