E07000202,1175,4475,3300
E07000203,-354,4171,4525
E07000204,153,4178,4025
E07000205,-656,4269,4925
E07000206,-27,3328,3355
E07000207,4125,11410,7285
E07000208,1218,4068,2850
E07000209,2152,8577,6425
E07000210,1877,6737,4860
E07000211,3037,8867,5830
E07000212,1862,5527,3665
E07000213,2144,5914,3770
E07000214,2913,7118,4205
E07000215,1944,6249,4305
E07000216,2607,9747,7140
E07000217,2402,6552,4150
E07000218,-96,2414,2510
E07000219,423,3323,2900
E07000220,601,4281,3680
E07000221,555,7700,7145
E07000222,3224,9404,6180
E07000223,408,2393,1985
E07000224,-45,4635,4680
E07000225,319,6149,5830
E07000226,1664,4189,2525
E07000227,1281,7616,6335
E07000228,1819,8054,6235
E07000229,2539,5669,3130
E07000234,327,4442,4115
E07000235,-379,3551,3930
E07000236,747,3147,2400
E07000237,1066,3691,2625
E07000238,268,6068,5800
E07000239,572,3772,3200
E07000240,4054,11069,7015
E07000241,1123,5118,3995
E07000242,2106,8836,6730
E07000243,1215,3485,2270
E08000001,3468,10768,7300
E08000002,3275,8675,5400
E08000003,18250,31540,13290
E08000004,1269,6604,5335
E08000005,1349,6479,5130
E08000006,4922,11152,6230
E08000007,9733,19553,9820
E08000008,1213,6298,5085
E08000009,6064,15199,9135
E08000010,477,7567,7090
E08000011,1060,3295,2235
E08000012,7813,17453,9640
E08000013,175,3715,3540
E08000014,2528,8828,6300
E08000015,3322,10217,6895
E08000016,540,5560,5020
E08000017,1948,8298,6350
E08000018,774,6139,5365
E08000019,6957,19687,12730
E08000021,3875,10185,6310
E08000022,1312,5182,3870
E08000023,369,2754,2385
E08000024,1048,5563,4515
E08000025,33187,58027,24840
E08000026,6325,13610,7285
E08000027,3549,11939,8390
E08000028,1439,7914,6475
E08000029,2945,9585,6640
E08000030,1662,7682,6020
E08000031,2522,8247,5725
E08000032,3554,16034,12480
E08000033,1031,7776,6745
E08000034,2310,14250,11940
E08000035,11775,32950,21175
E08000036,1709,9244,7535
E08000037,1364,5589,4225
E09000001,27764,41329,13565
E09000002,2491,6186,3695
E09000003,40712,57777,17065
E09000004,3741,9881,6140
E09000019,36444,48879,12435
E09000005,9152,20287,11135
E09000006,5843,17158,11315
E09000007,33424,55249,21825
E09000008,10323,21053,10730
E09000009,7470,20135,12665
E09000010,11783,20818,9035
E09000011,4152,10342,6190
E09000012,8085,18750,10665
E09000013,10342,20532,10190
E09000014,5461,13996,8535
E09000015,17681,27691,10010
E09000016,3914,10829,6915
E09000017,6818,15928,9110
E09000018,5757,15327,9570
E09000020,5738,16348,10610
E09000033,84604,125189,40585
S12000005,-33,942,975
E09000021,3994,10624,6630
S12000006,-3446,2524,5970
S12000008,-465,2265,2730
S12000010,-603,2027,2630
E09000022,7720,17715,9995
E09000023,3913,10638,6725
S12000011,349,2539,2190
S12000013,-238,802,1040
S12000014,200,3325,3125
S12000015,-158,7757,7915
S12000017,-2910,6975,9885
S12000018,128,1578,1450
S12000019,-288,1627,1915
S12000020,-865,2025,2890
S12000021,-724,2046,2770
S12000023,-875,520,1395
S12000024,-1158,4352,5510
S12000026,-2026,2694,4720
S12000027,-710,595,1305
S12000028,-710,2425,3135
S12000029,1105,8535,7430
S12000030,-496,2984,3480
E09000024,8037,16032,7995
E09000025,6777,12802,6025
E09000026,12923,21658,8735
E09000027,3541,14386,10845
S12000033,4929,12794,7865
S12000034,-3964,8841,12805
S12000035,-1705,1980,3685
S12000036,15612,30407,14795
S12000038,1241,5091,3850
S12000039,-184,1306,1490
S12000040,57,3732,3675
E09000028,9866,21951,12085
S12000041,-488,2977,3465
E09000029,3650,9875,6225
W06000016,1844,6129,4285
W06000018,-471,2734,3205
W06000019,-218,782,1000
W06000020,-150,1610,1760
W06000021,-686,3224,3910
W06000022,1003,4173,3170
W06000023,-4625,3810,8435
W06000024,-111,854,965
E09000030,13939,24734,10795
E09000031,5911,12536,6625
E09000032,5239,18714,13475
S12000042,1139,3864,2725
S12000044,828,6763,5935
S12000045,-123,2367,2490
S12000046,13481,28036,14555
W06000001,-1208,1122,2330
W06000002,-2241,2789,5030
W06000003,-1032,2833,3865
W06000004,-828,2372,3200
W06000005,-383,3937,4320
W06000006,-456,3084,3540
W06000008,-2215,1690,3905
W06000009,-1951,3259,5210
W06000010,-2901,4159,7060
W06000011,1388,6723,5335
W06000012,-142,2463,2605
W06000013,797,3922,3125
W06000014,162,3597,3435
W06000015,8328,16948,8620
