111,18725
112,0
113,9300
114,0
115,0
116,955
119,935
121,65
122,5
123,0
124,905
125,155
126,0
127,0
128,10
129,90
130,610
141,14235
142,6135
143,18625
144,35
145,28325
146,1550
147,3010
149,1380
150,28770
161,3850
162,1780
163,60
164,10
170,265
210,2410
220,585
230,5
240,1060
311,3345
312,170
321,260
322,170
510,10
520,0
610,65
620,60
710,0
721,0
729,5
811,225
812,170
891,0
892,15
893,5
899,260
910,210
990,135
1011,340
1012,100
1013,555
1020,305
1031,50
1032,70
1039,490
1041,55
1042,5
1051,365
1052,305
1061,135
1062,5
1071,2495
1072,290
1073,20
1081,0
1082,395
1083,80
1084,200
1085,220
1086,140
1089,755
1091,270
1092,185
1101,350
1102,30
1103,85
1104,0
1105,1250
1106,10
1107,295
1200,5
1310,120
1320,230
1330,1060
1391,65
1392,2060
1393,110
1394,80
1395,20
1396,205
1399,275
1411,55
1412,350
1413,2055
1414,155
1419,1030
1420,5
1431,40
1439,160
1511,35
1512,385
1520,190
1610,540
1621,120
1622,10
1623,7000
1624,405
1629,970
1711,5
1712,240
1721,415
1722,80
1723,285
1724,5
1729,405
1811,30
1812,9345
1813,1440
1814,305
1820,880
1910,0
1920,105
2011,20
2012,75
2013,100
2014,120
2015,60
2016,375
2017,0
2020,75
2030,400
2041,360
2042,575
2051,15
2052,75
2053,55
2059,495
2060,10
2110,190
2120,425
2211,35
2219,525
2221,460
2222,490
2223,1675
2229,2570
2311,0
2312,445
2313,45
2314,40
2319,235
2320,105
2331,60
2332,125
2341,205
2342,10
2343,10
2344,5
2349,45
2351,10
2352,5
2361,550
2362,40
2363,240
2364,5
2365,5
2369,100
2370,1165
2391,50
2399,175
2410,800
2420,315
2431,10
2432,5
2433,30
2434,25
2441,45
2442,125
2443,20
2444,35
2445,140
2446,5
2451,105
2452,80
2453,130
2454,100
2511,3130
2512,1375
2521,130
2529,145
2530,95
2540,105
2550,600
2561,1320
2562,14165
2571,30
2572,655
2573,1050
2591,30
2592,100
2593,410
2594,185
2599,3485
2611,595
2612,310
2620,865
2630,1195
2640,520
2651,2040
2652,70
2660,135
2670,305
2680,35
2711,305
2712,600
2720,60
2731,40
2732,235
2733,60
2740,725
2751,190
2752,130
2790,705
2811,265
2812,165
2813,285
2814,155
2815,205
2821,175
2822,860
2823,125
2824,10
2825,815
2829,1390
2830,515
2841,420
2849,430
2891,10
2892,255
2893,450
2894,135
2895,40
2896,490
2899,500
2910,1005
2920,875
2931,200
2932,1185
3011,485
3012,500
3020,130
3030,835
3040,15
3091,100
3092,160
3099,90
3101,905
3102,1280
3103,155
3109,3890
3211,0
3212,1275
3213,155
3220,270
3230,790
3240,590
3250,2020
3291,50
3299,4330
3311,1025
3312,4390
3313,400
3314,1060
3315,590
3316,2095
3317,1260
3319,1175
3320,2195
3511,4145
3512,20
3513,60
3514,640
3521,5
3522,35
3523,70
3530,25
3600,105
3700,985
3811,2450
3812,110
3821,1005
3822,100
3831,65
3832,1710
3900,915
4110,36420
4120,55540
4211,3935
4212,2690
4213,95
4221,500
4222,770
4291,305
4299,16330
4311,745
4312,3405
4313,260
4321,44515
4322,36085
4329,7995
4331,5550
4332,26885
4333,7910
4334,14660
4339,22815
4391,8805
4399,23650
4511,18795
4519,1300
4520,44230
4531,4385
4532,4205
4540,2165
4611,665
4612,1230
4613,1555
4614,2130
4615,1170
4616,1775
4617,1180
4618,4050
4619,1490
4621,1070
4622,745
4623,440
4624,145
4631,2235
4632,2205
4633,775
4634,3395
4635,125
4636,705
4637,660
4638,1665
4639,3420
4641,2365
4642,4710
4643,2090
