E07000035,Derbyshire Dales,910,290,480,125,160,345,175,385,215,45,165,650,275,45,65,130,225,1,E07000035,110,398,438,113,97,237,114,241,291,76,231,691,252,2,68,94,286
E07000036,Erewash,85,440,615,175,170,280,155,220,185,65,115,515,245,5,60,150,215,1,E07000036,16,435,590,117,120,201,137,109,230,89,295,472,264,3,74,150,244
E07000037,High Peak,315,305,420,140,150,305,170,295,235,60,115,635,275,15,70,165,250,1,E07000037,31,378,394,109,110,252,129,205,305,69,201,695,327,5,82,107,475
E07000038,North East Derbyshire,325,250,550,135,185,235,145,200,160,60,115,420,210,15,50,120,165,1,E07000038,33,317,434,87,130,144,116,146,190,68,147,424,182,2,59,82,208
E07000039,South Derbyshire,300,245,490,135,155,220,220,200,200,55,130,600,280,25,75,145,215,1,E07000039,49,275,371,86,96,160,180,104,257,54,135,521,265,4,69,85,314
E07000040,East Devon,"1,065",340,835,210,185,510,170,450,285,80,235,785,435,50,95,250,355,1,E07000040,113,332,636,126,127,335,124,239,378,111,403,804,415,6,119,147,654
E07000041,Exeter,45,205,495,140,145,330,100,250,280,145,205,750,300,5,95,275,310,1,E07000041,77,399,775,133,150,242,180,281,481,232,417,961,599,2,138,289,581
E07000042,Mid Devon,"1,420",300,535,155,160,225,130,200,130,40,95,400,245,35,55,135,250,1,E07000042,135,310,415,74,102,186,88,122,189,55,196,447,196,2,58,96,255
E07000043,North Devon,"1,315",245,585,160,120,350,100,440,160,50,130,440,285,35,60,175,245,1,E07000043,108,253,446,65,88,218,65,194,213,57,204,422,234,6,74,99,391
E07000044,South Hams,895,325,605,130,165,415,100,385,225,70,195,655,305,40,70,175,295,1,E07000044,74,288,420,57,94,232,69,215,261,76,303,566,256,11,114,103,438
E07000045,Teignbridge,710,355,800,230,210,400,160,405,255,85,210,720,400,35,100,260,320,1,E07000045,107,387,747,145,160,337,111,231,367,137,336,752,422,6,118,229,581
E07000046,Torridge,"1,330",200,410,115,90,200,80,215,95,30,80,295,175,20,50,95,145,1,E07000046,73,201,273,53,49,104,41,125,117,19,105,249,167,2,62,51,184
E07000047,West Devon,"1,040",145,285,95,85,215,70,205,125,25,85,275,165,30,45,105,160,1,E07000047,65,126,156,43,41,108,32,94,140,35,108,273,106,4,35,63,204
E07000048,Christchurch,20,140,325,70,90,170,60,125,150,50,65,320,160,0,50,70,130,1,E07000048,8,167,322,51,72,166,50,110,232,69,172,384,250,2,41,43,322
E07000049,East Dorset,220,345,765,170,205,270,110,160,315,110,170,725,315,15,60,150,260,1,E07000049,56,434,627,89,124,238,95,122,399,142,245,864,381,7,97,103,507
E07000050,North Dorset,660,230,470,130,125,250,90,150,190,40,95,430,225,35,55,105,220,1,E07000050,144,266,385,76,68,156,66,101,257,70,138,428,196,3,58,100,270
E07000051,Purbeck,195,165,315,60,75,160,45,195,125,25,75,245,145,15,30,65,150,1,E07000051,47,152,299,41,41,131,49,127,176,47,90,264,141,2,38,43,263
E07000052,West Dorset,"1,040",325,600,170,180,435,75,405,230,70,200,715,375,45,65,210,370,1,E07000052,173,432,910,112,109,390,76,275,424,82,332,1179,536,104,91,155,662
E07000053,Weymouth and Portland,60,100,270,40,40,185,60,250,85,15,55,220,110,5,35,90,155,1,E07000053,23,81,197,25,19,128,49,143,116,38,108,229,176,3,43,53,283
E07000061,Eastbourne,20,140,450,90,95,260,75,280,195,60,120,460,270,0,65,230,235,1,E07000061,17,208,593,97,125,284,86,254,361,175,340,667,555,7,114,482,875
E07000062,Hastings,25,185,455,80,90,245,65,245,195,30,105,375,205,0,60,175,215,1,E07000062,22,184,522,56,81,228,51,194,298,61,296,404,316,3,73,154,567
E07000063,Lewes,175,275,580,115,165,335,90,205,380,50,140,850,335,15,95,195,360,1,E07000063,37,276,462,73,112,226,83,175,529,94,234,790,399,5,115,126,552
E07000064,Rother,415,220,595,135,135,335,85,280,245,55,130,670,320,25,70,190,270,1,E07000064,54,241,482,71,89,219,82,187,387,90,264,741,441,7,59,144,545
E07000065,Wealden,745,495,"1,310",300,335,525,130,345,655,125,265,"1,530",715,40,155,295,560,1,E07000065,135,584,1280,206,293,524,145,282,1131,243,562,1856,1255,14,182,259,1070
E07000066,Basildon,45,525,"1,525",215,365,425,415,235,625,140,160,"1,275",635,5,110,350,340,1,E07000066,37,587,1967,196,278,412,416,215,920,319,415,1700,1345,18,147,560,893
E07000067,Braintree,410,515,"1,185",230,320,350,250,290,445,75,200,"1,095",510,50,125,230,400,1,E07000067,121,530,945,152,213,290,187,182,655,197,316,1154,684,6,119,189,761
E07000068,Brentwood,85,190,725,110,165,270,105,165,470,115,145,905,395,10,70,180,275,1,E07000068,43,269,917,86,141,258,104,175,624,238,351,994,750,14,78,166,475
E07000069,Castle Point,10,215,900,105,105,220,165,150,200,55,90,485,250,0,60,100,165,1,E07000069,19,217,940,122,85,231,266,141,345,106,229,641,383,3,71,136,406
E07000070,Chelmsford,230,375,"1,285",260,295,460,220,330,785,195,285,"1,545",670,25,170,340,440,1,E07000070,113,517,1160,194,245,424,228,298,1031,281,601,1726,1153,19,203,419,891
E07000071,Colchester,255,375,"1,095",225,270,495,205,355,560,155,255,"1,210",565,25,135,405,410,1,E07000071,84,559,1159,226,224,441,188,271,818,296,470,1432,1131,12,154,529,995
E07000072,Epping Forest,235,380,"1,500",180,385,480,255,280,595,155,415,"1,285",720,15,140,245,490,1,E07000072,78,522,1595,174,324,446,266,265,870,285,891,1635,1333,13,162,300,1064
E07000073,Harlow,5,210,565,90,185,155,245,115,195,35,75,380,265,0,70,175,165,1,E07000073,12,205,422,59,142,145,247,97,252,79,101,432,354,5,76,344,727
E07000074,Maldon,210,280,650,115,135,220,130,175,160,60,110,530,270,20,50,100,185,1,E07000074,77,267,591,83,104,183,149,120,236,119,272,702,317,4,63,56,384
E07000075,Rochford,70,255,745,130,130,230,150,140,270,65,90,645,285,15,70,105,210,1,E07000075,27,219,595,86,83,177,86,113,520,93,202,638,394,6,59,98,487
E07000076,Tendring,265,320,815,205,150,385,180,335,195,45,130,490,305,25,85,215,280,1,E07000076,62,300,605,117,77,222,166,256,268,65,232,429,378,7,103,171,358
E07000077,Uttlesford,365,340,755,155,245,300,190,200,420,120,185,"1,045",455,35,110,155,290,1,E07000077,89,398,664,100,194,259,204,207,505,194,324,1093,603,3,111,126,568
E07000078,Cheltenham,60,210,540,125,145,355,100,295,660,225,230,"1,205",450,5,95,260,320,1,E07000078,32,470,638,121,185,366,111,365,1033,282,518,1657,718,4,142,259,879
E07000079,Cotswold,770,330,610,135,225,435,105,340,390,110,225,"1,190",450,50,95,165,420,1,E07000079,162,396,510,106,171,332,81,224,536,154,320,1221,601,9,112,99,522
E07000080,Forest of Dean,590,270,455,150,130,235,180,200,225,40,105,515,280,35,65,135,215,1,E07000080,82,310,357,71,78,141,80,91,255,46,160,438,503,5,71,56,320
E07000081,Gloucester,15,245,540,135,140,255,195,230,305,70,115,495,305,10,75,240,250,1,E07000081,25,337,522,89,159,246,141,152,434,114,209,675,387,6,101,195,421
E07000082,Stroud,495,435,715,170,240,360,175,280,500,90,165,"1,135",450,35,120,225,375,1,E07000082,66,501,623,126,159,282,139,244,610,95,288,1036,539,4,128,150,419
E07000083,Tewkesbury,375,275,520,130,165,220,135,155,370,80,125,780,330,35,85,140,220,1,E07000083,54,387,578,101,129,214,161,136,502,135,288,894,370,8,112,221,327
E07000084,Basingstoke and Deane,280,390,910,205,290,315,260,235,"1,195",150,200,"1,715",665,35,135,280,440,1,E07000084,64,562,795,154,201,323,239,163,1387,236,311,1755,805,6,134,254,609
E07000085,East Hampshire,300,370,830,195,250,375,130,215,640,115,215,"1,425",530,35,125,250,390,1,E07000085,86,452,610,129,174,307,93,172,828,197,408,1421,655,6,122,199,682
E07000086,Eastleigh,50,385,890,170,210,"1,110",240,210,480,110,130,980,445,15,95,225,325,1,E07000086,33,530,1083,182,209,399,285,254,859,224,376,1453,774,7,131,312,652
E07000087,Fareham,45,335,755,140,155,225,135,195,430,110,145,850,390,5,100,175,270,1,E07000087,21,509,792,137,111,271,153,208,613,157,258,981,625,15,98,193,594
E07000088,Gosport,5,180,360,65,60,150,80,160,125,15,50,290,175,0,30,90,155,1,E07000088,9,164,322,49,31,102,99,111,167,33,95,303,215,5,41,48,222
E07000089,Hart,95,210,575,155,165,215,95,175,795,70,140,"1,250",400,20,85,155,305,1,E07000089,28,287,451,94,104,190,84,136,983,129,231,1130,558,1,64,106,526
E07000090,Havant,35,315,920,140,120,275,135,205,335,70,115,715,340,5,80,185,265,1,E07000090,37,402,966,102,103,388,183,164,574,202,382,1139,515,5,86,278,583
E07000091,New Forest,395,530,"1,165",260,295,575,270,430,545,145,355,"1,385",585,25,155,305,510,1,E07000091,111,612,1017,172,186,395,208,286,781,180,573,1541,729,11,128,218,1014
E07000092,Rushmoor,10,205,490,115,110,225,125,160,450,60,85,635,340,0,60,120,180,1,E07000092,9,278,553,104,105,216,125,121,648,106,192,846,560,21,59,178,366
E07000093,Test Valley,310,385,795,205,260,320,255,235,565,125,220,"1,245",480,25,105,255,375,1,E07000093,88,458,666,127,160,283,233,161,693,448,342,1351,529,11,89,324,560
E07000094,Winchester,435,335,760,150,235,"1,010",135,250,685,130,280,"1,710",575,30,145,255,415,1,E07000094,182,456,913,166,150,1496,133,221,1399,258,547,1944,781,3,138,246,700
E07000095,Broxbourne,40,245,880,160,245,280,235,170,265,75,110,585,385,0,60,145,215,1,E07000095,36,315,874,134,367,292,230,205,489,136,425,817,606,6,105,238,1555
E07000096,Dacorum,130,355,"1,130",180,315,405,315,265,"1,125",140,215,"1,655",685,15,145,295,510,1,E07000096,26,436,907,119,253,321,282,270,2236,218,438,2212,1179,12,146,322,1156
E07000098,Hertsmere,40,265,935,125,445,605,455,225,795,185,440,"1,385",730,5,95,255,430,1,E07000098,32,432,1106,136,380,435,417,333,1582,386,1097,2185,1708,21,153,531,1336
E07000099,North Hertfordshire,185,395,715,190,285,420,185,270,725,95,255,"1,430",525,20,130,270,400,1,E07000099,88,566,830,148,247,368,208,211,960,211,515,1631,845,13,163,302,1270
E07000102,Three Rivers,40,215,755,135,255,290,190,165,675,105,215,"1,175",405,5,80,235,300,1,E07000102,26,358,953,106,223,322,141,206,1053,196,617,1660,829,9,127,305,628
E07000103,Watford,5,200,615,115,255,325,185,210,745,90,145,935,445,0,70,245,265,1,E07000103,12,299,792,76,290,381,384,302,1604,179,594,2157,826,12,134,424,688
E07000105,Ashford,410,355,805,160,370,365,165,245,395,335,195,"1,005",520,35,90,255,315,1,E07000105,104,518,961,136,463,342,158,246,560,178,371,1325,789,6,126,293,557
E07000106,Canterbury,180,250,750,160,200,460,140,400,335,80,190,945,425,15,120,285,395,1,E07000106,69,306,812,126,164,331,158,283,612,170,385,1010,895,9,145,239,674
E07000107,Dartford,25,250,805,125,170,245,250,185,390,75,100,775,355,5,65,210,180,1,E07000107,13,343,1014,138,181,283,311,198,599,163,283,967,640,5,108,373,483
E07000108,Dover,195,190,535,115,115,280,165,275,165,35,70,490,240,40,80,170,220,1,E07000108,35,166,435,63,73,282,136,124,227,57,163,529,289,2,75,114,474
E07000109,Gravesham,40,200,790,115,100,250,350,220,245,40,95,560,360,5,75,185,210,1,E07000109,17,235,902,92,95,235,335,207,348,95,201,494,547,4,65,286,593
E07000110,Maidstone,305,400,"1,275",240,305,400,355,300,470,125,220,"1,265",650,30,120,315,420,1,E07000110,119,483,1235,178,237,372,314,276,749,259,439,1506,1017,11,141,359,759
E07000111,Sevenoaks,200,335,970,195,360,365,145,260,625,165,255,"1,365",645,30,110,215,400,1,E07000111,61,482,1307,176,224,331,155,220,973,367,690,1559,1145,3,138,216,933
E07000112,Shepway,200,175,595,125,105,300,135,330,200,45,125,630,295,15,70,180,235,1,E07000112,31,218,613,96,139,195,211,215,374,155,269,1214,470,6,82,127,536
