"(0, 4)",0.042900246046033146,1.2871642600536444
"(5, 40)",1.08790004158725,1.824600032576575
"(41, 44)",-0.030883871485031224,1.6227832990755695
"(45, 46)",0.968487867604507,1.3295083477848342
"(46, 47)",1.1640576647434704,1.4290725411319314
"(47, 48)",1.3291466658618392,1.2988897546950855
"(49, 54)",0.10355258321772452,2.1438572208439792
"(55, 57)",1.7959522473853504,1.1372491864297207
"(58, 64)",-1.1056169880625344,2.2972346725563635
"(64, 67)",0.6221164696034056,1.7830971328378515
"(68, 69)",0.5696472766901618,1.327356178464407
"(69, 76)",-0.5072337799509536,1.9407684657797983
"(77, 83)",0.2226602706807245,1.9047047613443675
"(84, 85)",1.9999435386865063,2.1464953735963896
"(85, 86)",2.0937389623592875,1.815500909349769
"(86, 89)",1.6930637932229433,1.5030286432741593
"(90, 100)",0.8865401828068368,1.3685553907739905
