06642625,E07000012,102,0,DORMANT,74990 - Non-trading company,REED HOUSE 16 HIGH STREET,CB21 5LU
10535292,E09000005,1,0,NO ACCOUNTS FILED,47910 - Retail sale via mail order houses or via Internet,FLAT 1 GRANGE HOUSE,NW10 2DB
