E07000176,3297,424,248,173,26,16,1
E07000177,4651,625,375,245,65,19,10
E07000192,2292,358,198,108,25,12,2
E07000178,2988,410,323,197,90,47,10
E07000179,5772,728,433,220,45,20,2
E07000180,3865,557,345,221,66,37,4
E07000181,3932,610,307,198,45,13,0
E07000187,3954,590,326,172,37,9,2
E07000188,3397,509,317,154,34,14,0
E07000189,5011,721,443,239,75,24,2
E07000190,3209,404,288,188,58,24,9
E07000191,1330,194,84,39,8,0,0
E07000193,3029,462,254,163,38,15,4
E07000194,3258,414,264,166,36,20,7
E07000195,2187,391,232,149,51,19,1
E07000196,2939,407,214,111,19,8,2
E07000197,3634,468,294,168,40,14,2
E07000198,3003,371,206,95,6,3,1
E07000199,1402,252,154,119,34,9,0
E07000200,2953,436,267,141,28,9,1
E07000201,1547,308,184,104,21,10,1
E07000202,2383,395,282,176,65,21,3
E07000203,3602,463,277,146,32,14,1
E07000204,3000,499,272,184,52,32,1
E07000205,3724,598,352,200,47,15,4
E07000206,2440,423,282,171,38,10,1
E07000207,6071,547,364,230,54,33,6
E07000208,2350,250,132,89,27,14,3
E07000209,4969,700,427,260,63,21,5
E07000210,3916,478,252,165,42,24,8
E07000211,4745,512,321,201,49,18,9
E07000212,2815,334,259,160,66,49,17
E07000213,3050,334,200,144,30,19,8
E07000214,3382,372,240,165,47,16,8
E07000215,3472,471,228,111,29,4,0
E07000216,5690,728,407,235,69,21,5
E07000217,3318,359,232,176,59,20,6
E07000218,1889,274,186,129,31,11,5
E07000219,2170,333,204,151,29,19,4
E07000220,2862,394,230,149,42,17,1
E07000221,5665,711,462,247,63,12,5
E07000222,4852,635,370,223,95,33,7
E07000223,1515,240,137,80,12,5,1
E07000224,3662,535,303,137,36,12,0
E07000225,4558,601,403,209,54,22,3
E07000226,1898,227,187,142,57,30,19
E07000227,5005,658,420,204,46,16,1
E07000228,4888,671,389,217,56,28,6
E07000229,2377,356,219,133,37,24,4
E07000234,3254,417,227,154,52,21,5
E07000235,3075,438,250,134,34,6,3
E07000236,1769,278,176,115,48,22,7
E07000237,1946,314,198,123,44,12,8
E07000238,4647,573,321,199,60,16,4
E07000239,2451,371,229,113,30,13,3
E07000240,5601,651,424,259,78,22,5
E07000241,3168,330,243,166,73,36,14
E07000242,5369,665,410,234,39,27,6
E07000243,1800,202,157,83,26,13,4
E08000001,5428,827,581,343,102,44,10
E08000002,4107,612,411,197,57,19,7
E08000003,9522,1605,1141,729,248,110,30
E08000004,3945,647,397,232,84,42,8
E08000005,3760,609,409,253,83,32,4
E08000006,4599,705,496,343,79,38,10
E08000007,7511,1120,666,408,104,34,7
E08000008,3708,615,412,284,56,18,7
E08000009,6984,947,630,429,120,58,17
E08000010,5272,857,553,331,74,34,4
E08000011,1594,257,194,155,36,16,3
E08000012,7540,700,542,481,220,129,88
E08000013,2530,442,306,200,51,22,4
E08000014,4691,749,469,299,63,39,5
E08000015,5104,873,547,297,73,16,5
E08000016,3706,612,400,232,63,19,8
E08000017,4558,831,526,327,99,40,4
E08000018,3805,696,447,300,91,42,9
E08000019,9170,1624,1058,671,179,76,12
E08000021,4320,769,618,437,143,62,21
E08000022,2754,498,345,215,48,27,3
E08000023,1697,295,204,149,30,16,4
E08000024,3083,653,417,281,75,28,8
E08000025,18234,2965,1982,1230,373,146,40
E08000026,5554,788,498,333,104,48,10
E08000027,6136,1021,678,427,100,44,9
E08000028,4429,876,609,399,123,58,16
E08000029,5322,595,377,258,80,35,8
E08000030,4364,741,486,291,96,58,14
E08000031,4052,778,483,298,97,38,9
E08000032,9320,1429,916,608,174,78,20
E08000033,5041,753,495,352,73,43,8
E08000034,8821,1431,924,566,172,65,16
E08000035,15454,2448,1668,1164,366,165,35
E08000036,5465,941,597,394,113,49,11
E08000037,2885,568,371,299,96,31,5
E09000001,8918,1682,1343,1092,410,224,106
E09000002,2935,371,221,117,43,15,3
E09000003,14242,1548,798,387,88,24,8
E09000004,4868,607,359,238,58,19,6
E09000019,9308,1295,878,686,216,102,35
E09000005,8986,1060,623,367,88,38,8
E09000006,9166,1046,612,372,96,36,7
E09000007,16502,2234,1549,1111,363,174,52
E09000008,8717,908,585,372,114,65,14
E09000009,10334,1115,656,414,126,54,6
E09000010,7215,904,529,314,75,24,4
E09000011,5139,513,301,186,39,16,6
E09000012,8421,1099,619,405,98,41,12
E09000013,8150,858,592,428,119,81,22
E09000014,7094,774,435,184,43,11,4
E09000015,8399,806,474,268,58,20,5
E09000016,5440,759,397,257,57,15,5
E09000017,7232,772,529,402,147,73,30
E09000018,7786,745,520,354,124,74,32
E09000020,8090,1139,746,501,128,39,12
E09000033,28460,5084,3560,2539,810,382,100
S12000005,709,119,94,47,7,3,1
E09000021,5346,600,379,244,61,20,5
S12000006,4480,819,451,195,31,3,1
S12000008,1970,372,235,122,31,10,0
S12000010,1906,395,230,85,17,2,0
E09000022,8202,772,530,360,97,56,18
E09000023,5680,524,326,163,30,10,2
S12000011,1755,225,112,76,21,6,0
S12000013,799,133,69,33,4,2,0
S12000014,2332,352,236,156,41,16,7
S12000015,5680,1088,623,429,94,34,2
S12000017,7575,1202,669,355,79,22,3
S12000018,1064,158,111,84,32,7,4
S12000019,1299,325,154,116,18,8,0
S12000020,2159,366,224,119,22,9,1
S12000021,1999,376,237,126,29,9,4
S12000023,1111,152,86,40,4,1,1
S12000024,4001,757,453,253,44,15,2
S12000026,3565,589,368,168,35,5,0
S12000027,955,192,106,40,6,5,1
S12000028,2231,449,259,149,44,12,1
S12000029,5506,940,552,341,84,31,6
S12000030,2684,417,211,137,34,7,5
E09000024,6603,660,408,243,62,28,6
E09000025,4956,552,308,170,45,11,3
E09000026,7312,747,402,225,47,13,4
E09000027,9056,900,551,276,73,21,3
S12000033,5804,790,569,445,174,105,48
S12000034,10315,1283,719,377,88,36,7
S12000035,2766,508,281,107,21,7,0
S12000036,10977,1709,1121,745,234,91,23
S12000038,2854,415,297,221,48,37,8
S12000039,1049,202,130,87,17,8,2
S12000040,2667,440,299,183,68,34,4
E09000028,9121,1309,813,604,193,102,23
S12000041,2585,450,273,133,21,7,1
E09000029,5009,631,326,198,48,22,11
W06000016,3182,498,336,212,49,21,7
W06000018,2309,413,252,179,43,20,4
W06000019,714,148,72,52,11,8,0
W06000020,1228,265,150,93,22,12,0
W06000021,3106,425,236,100,38,15,0
W06000022,2303,392,240,176,53,25,1
W06000023,7009,784,432,179,32,8,1
W06000024,675,122,99,56,13,5,0
E09000030,8477,1001,661,457,175,74,25
E09000031,5385,660,344,204,24,18,0
E09000032,11356,1033,608,373,107,32,6
S12000042,2060,211,181,146,68,52,27
S12000044,4262,744,524,292,101,25,12
S12000045,1966,296,136,73,15,3,1
S12000046,10069,1930,1258,986,289,110,33
W06000001,1830,264,143,73,15,5,0
W06000002,3900,622,318,158,30,7,0
W06000003,2855,516,318,133,40,8,0
W06000004,2372,417,248,135,29,7,2
W06000005,3194,510,335,228,49,21,3
W06000006,2621,444,277,160,31,17,0
W06000008,3199,384,211,99,13,4,0
W06000009,4025,655,340,150,37,7,1
W06000010,5758,725,340,193,47,16,1
W06000011,3837,681,450,279,75,31,7
W06000012,1809,383,225,145,36,11,1
W06000013,2239,423,255,168,33,11,1
W06000014,2627,401,254,126,23,7,2
W06000015,6081,1090,765,520,127,63,24
