E12000001,7035
E06000047,1320
E06000005,330
E06000001,270
E06000002,295
E06000057,930
E06000003,280
E06000004,630
E11000007,2980
E08000037,590
E08000021,860
E08000022,540
E08000023,335
E08000024,655
E12000002,26365
E06000008,470
E06000009,605
E06000049,1870
E06000050,1325
E06000006,295
E06000007,735
E10000006,1790
E07000026,370
E07000027,205
E07000028,360
E07000029,205
E07000030,210
E07000031,440
E11000001,10500
E08000001,1130
E08000002,810
E08000003,2275
E08000004,750
E08000005,670
E08000006,860
E08000007,1250
E08000008,645
E08000009,1230
E08000010,880
E10000017,4680
E07000117,250
E07000118,465
E07000119,440
E07000120,275
E07000121,480
E07000122,245
E07000123,625
E07000124,255
E07000125,275
E07000126,425
E07000127,500
E07000128,445
E11000002,4095
E08000011,305
E08000012,1475
E08000013,450
E08000014,900
E08000015,965
E12000003,18125
E06000011,1290
E06000010,660
E06000012,830
E06000013,545
E06000014,635
E10000023,2460
E07000163,250
E07000164,340
E07000165,735
E07000166,195
E07000167,230
E07000168,425
E07000169,285
E11000003,3940
E08000016,610
E08000017,875
E08000018,655
E08000019,1800
E11000006,7765
E08000032,1740
E08000033,765
E08000034,1625
E08000035,2740
E08000036,895
E12000004,16210
E06000015,805
E06000016,1155
E06000018,970
E06000017,165
E10000007,2660
E07000032,435
E07000033,190
E07000034,340
E07000035,345
E07000036,350
E07000037,335
E07000038,330
E07000039,335
E10000018,2675
E07000129,380
E07000130,555
E07000131,560
E07000132,385
E07000133,185
E07000134,400
E07000135,210
E10000019,2535
E07000136,215
E07000137,465
E07000138,270
E07000139,465
E07000140,295
E07000141,535
E07000142,290
E10000021,2760
E07000150,160
E07000151,375
E07000152,365
E07000153,345
E07000154,780
E07000155,425
E07000156,310
E10000024,2485
E07000170,285
E07000171,365
E07000172,310
E07000173,335
E07000174,270
E07000175,410
E07000176,510
E12000005,19835
E06000019,705
E06000051,1140
E06000021,640
E06000020,485
E10000028,2900
E07000192,350
E07000193,375
E07000194,430
E07000195,345
E07000196,375
E07000197,495
E07000198,280
E07000199,250
E10000031,2475
E07000218,245
E07000219,360
E07000220,400
E07000221,755
E07000222,715
E11000005,9045
E08000025,3935
E08000026,1010
E08000027,965
E08000028,810
E08000029,765
E08000030,830
E08000031,730
E10000034,2445
E07000234,430
E07000235,385
E07000236,280
E07000237,350
E07000238,575
E07000239,425
E12000006,24555
E06000055,620
E06000056,1060
E06000032,715
E06000031,635
E06000033,920
E06000034,505
E10000003,2330
E07000008,440
E07000009,305
E07000010,285
E07000011,615
E07000012,685
E10000012,6205
E07000066,700
E07000067,630
E07000068,450
E07000069,315
E07000070,790
E07000071,690
E07000072,815
E07000073,285
E07000074,315
E07000075,320
E07000076,415
