12328,7029
14991,10482
518,508
768,743
4123,3240
7886,4904
11643,6221
9412,4931
1047,983
6011,4231
2531,2212
5875,4059
14964,9890
9599,5089
2068,1846
14341,8129
2229,2007
8170,4742
11044,6832
11746,6838
11495,6393
4809,3698
6054,4211
6831,4498
8980,4943
6024,4168
6796,4531
14170,8444
8345,4824
6934,4506
2408,2124
9280,4960
6441,4419
5392,3958
10872,5797
8442,4890
9372,4955
8141,4877
6628,4402
11156,6451
13120,8069
922,874
4502,3506
13319,7440
1367,1264
14082,8514
7541,4647
9187,4959
12946,7770
8220,4781
5724,4063
8167,4866
7118,4557
3721,2997
10221,5376
6965,4559
455,445
6971,4579
14331,9115
1875,1686
3732,3027
1396,1310
6908,4553
10620,5029
11535,6857
10317,5099
10323,5012
9792,5425
9311,5009
14398,8659
6461,4345
11350,5872
12378,7426
4518,3532
6285,4392
6543,4369
13448,8068
12903,7339
2381,2084
8717,4981
2380,2111
7622,4669
11362,6725
5834,4142
12293,7307
12414,7049
3255,2716
1891,1712
10816,6095
14755,8773
1704,1570
1355,1260
9422,5058
10137,4886
1686,1543
7512,4673
6729,4495
7775,4642
13191,8089
11403,6664
