CompanyNumber,Date,OldPostcode,NewPostcode,OldLocalAuthority,NewLocalAuthority,RegisteredStaff,IncorperationDate,NFiles
05089835,2017-04-28,LL28 5YL,LL29 7BA,W06000003,W06000003,3,2004-03-31,16
09341242,2015-12-07,IG10 4BN,IG10 4BW,E07000072,E07000072,1,2014-12-04,4
04552251,2002-10-24,EC4Y 0HP,BH17 0NF,E09000001,E06000029,1,2002-10-03,6
04552251,2004-11-15,BH17 0NF,LE10 3BP,E06000029,E07000132,2,2002-10-03,12
04552251,2006-03-28,LE10 3BP,LE10 3BP,E07000132,E07000132,2,2002-10-03,16
08904307,2015-04-13,M3 3GZ,OL6 7TW,E08000003,E08000008,1,2014-02-20,2
08904307,2015-05-21,OL6 7TW,BD4 0RR,E08000008,E08000032,1,2014-02-20,6
00434982,2005-02-21,BS20 7LZ,TA6 5JY,E06000024,E07000188,1,1947-05-12,61
06276376,2007-06-25,HU17 0JS,HU17 9US,E06000011,E06000011,3,2007-06-12,6
06276376,2015-03-11,HU17 9US,YO25 8BG,E06000011,E06000011,3,2007-06-12,21
08398113,2013-09-24,DE14 1JS,DE14 1SN,E07000193,E07000193,1,2013-02-11,4
05427774,2005-09-08,N1 7JQ,E5 0SG,E09000012,E09000012,1,2005-04-18,3
02825123,1993-07-29,N1 6UB,NG9 2NZ,E09000012,E07000172,3,1993-06-08,5
02825123,2001-01-26,NG9 2NZ,BD19 4PY,E07000172,E08000034,7,1993-06-08,39
02825123,2008-04-29,BD19 4PY,BD19 4PY,E08000034,E08000034,7,1993-06-08,59
02825123,2011-06-07,BD19 4PY,WF12 7RF,E08000034,E08000034,6,1993-06-08,81
02825123,2015-11-11,WF12 7RF,LS27 9LR,E08000034,E08000035,6,1993-06-08,116
02761922,1993-02-26,CR4 8AJ,KT11 3DH,E09000008,E07000207,3,1992-11-04,6
02761922,2003-05-08,KT11 3DH,KT11 1JQ,E07000207,E07000207,3,1992-11-04,32
02761922,2008-06-16,KT11 1JQ,KT11 1JQ,E07000207,E07000207,3,1992-11-04,57
02761922,2012-07-19,KT11 1JQ,GU1 1RR,E07000207,E07000209,3,1992-11-04,70
06727146,2013-12-09,EC1V 2PU,WD17 1HP,E09000019,E07000103,1,2008-10-17,12
05828744,2007-05-21,LS1 2DS,LS1 2TE,E08000035,E08000035,1,2006-05-25,4
05828744,2014-07-22,LS1 2TE,LS1 5QS,E08000035,E08000035,3,2006-05-25,32
06313561,2011-07-22,NN16 8JX,NN16 9JD,E07000153,E07000153,1,2007-07-16,9
06313561,2011-09-16,NN16 9JD,NN16 9JD,E07000153,E07000153,1,2007-07-16,12
07905462,2014-12-03,SW19 4HG,KT10 8LA,E09000024,E07000207,1,2012-01-11,6
09412928,2017-11-21,NE1 6HQ,NE1 3PG,E08000021,E08000021,1,2015-01-29,9
07704654,2013-06-17,CV12 0HB,WV1 4DG,E07000219,E08000031,1,2011-07-14,3
02480670,1990-04-26,N1 6UB,W1Y 1HF,E09000012,E09000033,2,1990-03-13,7
02480670,1992-03-05,W1Y 1HF,SK3 0XN,E09000033,E08000007,3,1990-03-13,17
02480670,2008-09-16,SK3 0XN,SK3 0XN,E08000007,E08000007,6,1990-03-13,125
02480670,2010-04-20,SK3 0XN,M22 5TG,E08000007,E08000003,6,1990-03-13,132
10440836,2017-06-13,W1D 4DL,W1D 4JQ,E09000033,E09000033,1,2016-10-21,3
07893607,2014-02-26,GL7 3HB,GL7 3AE,E07000079,E07000079,1,2011-12-29,10
SO301972,2008-07-30,DD1 4DJ,DD1 4BJ,S12000042,S12000042,3,2008-07-18,4
SO301972,2009-03-31,DD1 4BJ,DD1 4BJ,S12000042,S12000042,5,2008-07-18,10
SO301972,2009-05-06,DD1 4BJ,EH11 1DQ,S12000042,S12000036,7,2008-07-18,14
07058996,2011-03-17,LS13 2DF,LS28 6BN,E08000035,E08000035,1,2009-10-28,6
05868930,2007-01-16,EN6 1ED,EN6 5BS,E07000098,E07000098,2,2006-07-06,4
05868930,2008-12-23,EN6 5BS,EN6 1AG,E07000098,E07000098,2,2006-07-06,9
05868930,2010-07-19,EN6 1AG,EN6 1AG,E07000098,E07000098,2,2006-07-06,14
09169386,2016-08-17,ME19 6JU,ME18 5JF,E07000115,E07000115,1,2014-08-11,5
09169386,2017-06-02,ME18 5JF,TN11 0BG,E07000115,E07000115,1,2014-08-11,8
08541388,2014-02-03,SW12 9QN,SW17 9PX,E09000032,E09000032,1,2013-05-23,2
08541388,2014-05-12,SW7 9PX,SW17 9PX,E09000032,E09000032,1,2013-05-23,5
08541388,2017-03-15,SW17 9PX,GU19 5DX,E09000032,E07000214,1,2013-05-23,11
08541388,2018-01-31,GU19 5DX,GU9 0QL,E07000214,E07000216,1,2013-05-23,17
04384975,2002-03-21,BS1 6BU,EC2V 7JE,E06000023,E09000001,1,2002-03-01,3
04384975,2003-04-09,EC2V 7JE,W1F 8GX,E09000001,E09000033,3,2002-03-01,21
04384975,2009-06-26,W1F 8GX,W1D 3SQ,E09000033,E09000033,2,2002-03-01,40
04384975,2010-01-24,W1D 3SQ,W1S 3AG,E09000033,E09000033,2,2002-03-01,44
04384975,2014-04-16,W1S 3AG,W2 6LQ,E09000033,E09000033,2,2002-03-01,58
08919115,2015-08-17,L5 5EB,SY4 3NS,E08000012,E06000051,1,2014-03-03,4
NI071628,2011-08-24,T32 3SG,BT32 3ES,N09000007,N09000002,1,2009-02-03,14
10459809,2017-12-26,NW1 6EA,WC1E 6HA,E09000033,E09000007,1,2016-11-02,8
06516446,2008-06-25,DA8 1AF,ME16 0JE,E09000004,E07000110,2,2008-02-27,5
06516446,2015-10-01,ME16 0JE,DA12 1BG,E07000110,E07000109,2,2008-02-27,32
03279560,1996-12-16,HA9 7AL,TW3 3EX,E09000005,E09000018,1,1996-11-18,6
06744645,2009-04-01,HU17 9TF,HU7 0YF,E06000011,E06000010,1,2008-11-10,4
06744645,2009-10-05,HU7 0YF,HU17 0LF,E06000010,E06000011,1,2008-11-10,5
06744645,2010-06-24,HU17 0LF,HU17 0LF,E06000011,E06000011,1,2008-11-10,9
06744645,2013-09-17,HU17 0LF,HU17 0TB,E06000011,E06000011,1,2008-11-10,17
07142944,2015-08-21,RM16 6DY,SO50 9DR,E06000034,E07000086,1,2010-02-02,14
02972170,1994-11-18,AL3 4RF,SO14 3EX,E07000240,E06000045,1,1994-09-29,2
02972170,1995-05-25,SO14 3EX,SO14 3HT,E06000045,E06000045,2,1994-09-29,8
02972170,1996-09-05,SO14 3HT,SO14 5FE,E06000045,E06000045,2,1994-09-29,15
02972170,2009-09-01,SO14 5FE,SO14 5FE,E06000045,E06000045,3,1994-09-29,47
02972170,2016-04-26,SO14 5FE,SO14 5FE,E06000045,E06000045,3,1994-09-29,68
07942305,2014-08-21,E14 9YJ,E14 5SQ,E09000030,E09000030,1,2012-02-09,6
07509139,2012-02-28,NE1 6AQ,NE1 6JQ,E08000021,E08000021,1,2011-01-28,2
07509139,2012-08-28,NE1 6JQ,NE61 2HB,E08000021,E06000057,1,2011-01-28,3
07509139,2014-04-17,NE61 2HB,NE3 1NN,E06000057,E08000021,1,2011-01-28,11
09359768,2016-01-13,SW8 1LQ,SE17 3LL,E09000022,E09000028,1,2014-12-18,2
07628314,2015-05-31,RH10 3QG,RH10 3PD,E07000228,E07000228,1,2011-05-10,8
04722841,2006-11-03,BS9 1AJ,BA2 7GL,E06000023,E06000054,2,2003-04-03,11
04722841,2018-04-16,BA2 7GL,BA2 2UU,E06000054,E06000022,2,2003-04-03,41
SO301004,2008-08-05,EH6 5DT,EH17 8SR,S12000036,S12000036,1,2006-07-25,4
SC015256,2008-08-06,AB9 8AF,AB15 6DF,S12000033,S12000033,5,1928-09-22,114
04318813,2001-12-11,NN15 7HH,NN4 0RR,E07000153,E07000154,4,2001-11-07,8
04318813,2006-07-06,NN4 0RR,NN3 6WL,E07000154,E07000154,4,2001-11-07,20
04318813,2016-11-11,NN3 6WL,NN3 6WL,E07000154,E07000154,4,2001-11-07,45
10095171,2017-01-21,PE28 3XW,PE28 2EG,E07000011,E07000011,1,2016-03-31,3
10095171,2017-05-24,PE28 2EG,PE3 6DH,E07000011,E06000031,1,2016-03-31,6
06738462,2013-07-25,TN15 6ER,DA3 8HX,E07000111,E07000111,1,2008-10-31,12
06738462,2015-01-16,DA3 8HX,TN15 0EU,E07000111,E07000111,1,2008-10-31,17
SC240838,2003-01-16,EH3 8EH,EH2 2AF,S12000036,S12000036,1,2002-12-09,4
08818457,2014-03-18,WD25 8EZ,WD25 8EZ,E07000098,E07000098,1,2013-12-17,2
08818457,2014-09-27,WD25 8EZ,N2 0SU,E07000098,E09000003,1,2013-12-17,3
05400545,2007-01-19,W2 1UB,NW7 3NX,E09000033,E09000003,1,2005-03-21,8
05400545,2008-07-11,NW7 3NX,SG13 7BH,E09000003,E07000242,1,2005-03-21,14
05400545,2010-06-18,SG13 7BH,NN15 7HP,E07000242,E07000153,1,2005-03-21,18
SC317610,2013-02-28,G46 8JE,G42 8XW,S12000011,S12000046,1,2007-03-02,16
08253351,2012-10-29,W1J 6HL,LE2 0QX,E09000033,E06000016,1,2012-10-15,5
08253351,2013-10-25,LE2 0QX,LE2 5BB,E06000016,E07000135,1,2012-10-15,9
02303985,1989-03-16,CF4 3LY,B16 8SP,W06000015,E08000025,1,1988-10-11,6
02303985,1994-02-28,B16 8SP,WS1 1JB,E08000025,E08000030,1,1988-10-11,17
02303985,2001-10-15,WS1 1JB,B43 7AD,E08000030,E08000028,2,1988-10-11,36
05298718,2007-12-12,WF16 0HU,BD19 5AA,E08000034,E08000034,1,2004-11-29,9
05298718,2010-02-16,BD19 5AA,WF12 8PX,E08000034,E08000036,1,2004-11-29,17
01880351,2011-08-17,NN10 8BW,NN10 0GL,E07000152,E07000152,2,1985-01-24,68
01880351,2011-08-17,NN10 0GL,NN10 0GL,E07000152,E07000152,2,1985-01-24,68
05281068,2007-10-23,SO14 0SS,PO1 2RG,E06000045,E06000044,4,2004-11-09,12
05281068,2017-01-03,PO1 2RG,PO2 8QL,E06000044,E06000044,4,2004-11-09,38
04227009,2008-06-02,N3 2LT,N3 2LT,E09000003,E09000003,2,2001-06-01,18
04227009,2010-03-01,N3 2LT,W3 7DW,E09000003,E09000009,2,2001-06-01,23
04227009,2012-03-30,W3 7DW,W12 9RB,E09000009,E09000013,2,2001-06-01,30
07143311,2011-03-02,SW14 8LB,SE1 8SS,E09000027,E09000022,1,2010-02-02,11
08948240,2015-09-02,LS27 9PB,TS26 0TF,E08000035,E06000001,1,2014-03-19,8
08948240,2015-12-08,TS26 0TF,RM1 2EN,E06000001,E09000016,1,2014-03-19,12
08948240,2016-03-22,RM1 2EN,OL2 6XG,E09000016,E08000004,1,2014-03-19,16
08948240,2016-04-22,OL2 6XG,BA21 3PG,E08000004,E07000189,1,2014-03-19,19
08948240,2017-03-11,BA21 3PG,LS14 1AB,E07000189,E08000035,1,2014-03-19,24
08948240,2017-10-27,LS14 1AB,DH1 5NA,E08000035,E06000047,2,2014-03-19,30
08948240,2018-02-27,DH1 5NA,LS14 1AB,E06000047,E08000035,2,2014-03-19,36
08884531,2016-03-31,CH7 1XP,LL11 1NF,W06000005,W06000006,1,2014-02-10,5
08975321,2016-04-28,TS24 8LY,TS23 4EA,E06000001,E06000004,1,2014-04-03,8
03679012,2000-05-19,WC1X 8NF,W1N 2BR,E09000007,E09000033,2,1998-11-30,9
03679012,2001-01-09,W1N 2BR,TA6 4BH,E09000033,E07000188,2,1998-11-30,16
10625687,2018-06-14,CM1 1SY,RG9 5LA,E07000070,E07000179,1,2017-02-17,5
10625687,2018-07-17,RG9 5LA,RG9 5JH,E07000179,E07000179,1,2017-02-17,7
09083989,2015-09-30,SO15 5PT,SO19 7QN,E06000045,E06000045,1,2014-06-12,2
10170454,2016-12-16,N12 0DR,NW9 7RB,E09000003,E09000003,1,2016-05-09,2
10170454,2017-06-08,NW9 7RB,N12 0DR,E09000003,E09000003,1,2016-05-09,4
10170454,2018-06-14,N12 0DR,NW9 8YB,E09000003,E09000005,1,2016-05-09,6
10170454,2018-07-23,NW9 8YB,HA3 0EY,E09000005,E09000005,1,2016-05-09,11
02885785,1994-12-22,WV4 6JE,CH41 4EZ,E08000031,E08000015,3,1994-01-10,8
02885785,2009-02-04,CH41 4EZ,CH63 5NB,E08000015,E08000015,3,1994-01-10,44
02885785,2010-04-01,CH63 5NB,CH63 8PP,E08000015,E08000015,3,1994-01-10,48
05247543,2010-10-25,EN4 8SY,HA7 1JS,E09000003,E09000015,1,2004-10-01,15
05247543,2013-10-23,HA7 1JS,HA7 1JS,E09000015,E09000015,1,2004-10-01,21
06584011,2008-07-03,HA7 3DS,E18 1AN,E09000015,E09000026,1,2008-05-02,2
06584011,2008-12-22,E18 1AN,E18 1AN,E09000026,E09000026,2,2008-05-02,9
06584011,2010-01-18,E18 1AN,E18 1AN,E09000026,E09000026,2,2008-05-02,14
05285517,2009-11-17,SW7 2JN,W1W 6AN,E09000020,E09000033,3,2004-11-12,14
05285517,2015-02-10,W1W 6AN,N1 7GU,E09000033,E09000012,3,2004-11-12,33
05285517,2016-01-07,N1 7GU,WC1B 5HJ,E09000012,E09000007,3,2004-11-12,36
09082304,2016-05-06,B2 4BG,LN11 0AE,E08000025,E07000137,1,2014-06-11,5
09752456,2015-09-03,NW4 2ES,N16 6DB,E09000003,E09000012,1,2015-08-27,2
10287957,2017-09-19,RG26 5UE,SO53 3AP,E07000084,E07000086,1,2016-07-20,3
05451589,2016-08-05,NW10 4SJ,SW16 3JU,E09000005,E09000008,1,2005-05-12,28
05451589,2016-08-05,SW16 3JU,SW16 3JU,E09000008,E09000008,1,2005-05-12,28
07135208,2010-01-25,OL6 7PS,OL6 7PY,E08000008,E08000008,1,2010-01-25,2
05196138,2005-08-09,CB2 5NE,CB2 4JH,E07000012,E07000012,3,2004-08-03,7
05196138,2015-09-07,CB2 4JH,CB24 3AR,E07000012,E07000012,3,2004-08-03,30
03326818,2009-02-23,CV1 2ES,CV37 6SH,E08000026,E07000221,2,1997-03-03,48
08711432,2013-11-01,DE24 8FW,ST5 1DS,E06000015,E07000195,1,2013-09-30,2
09215149,2014-09-15,SW19 7QD,N3 1XE,E09000024,E09000003,1,2014-09-11,5
09215149,2018-03-15,N3 1XE,EC2A 2BU,E09000003,E09000012,1,2014-09-11,14
09215149,2018-04-03,EC2A 2BU,NW10 6EZ,E09000012,E09000009,1,2014-09-11,15
04963438,2011-10-11,TF10 7AU,TF10 7AX,E06000020,E06000020,1,2003-11-13,24
04963438,2011-10-13,TF10 7AX,TF10 7AX,E06000020,E06000020,1,2003-11-13,25
04963438,2014-07-31,TF10 7AX,TF10 8BP,E06000020,E06000020,1,2003-11-13,32
03192602,1999-02-22,CT20 2NU,CT20 2BQ,E07000112,E07000112,6,1996-04-30,17
03192602,2015-05-16,CT20 2BQ,CT20 2AS,E07000112,E07000112,5,1996-04-30,62
04656859,2004-12-08,TA1 4AS,TN13 1JG,E07000190,E07000111,5,2003-02-05,11
04656859,2008-06-24,TN13 1JG,TN13 3TE,E07000111,E07000111,5,2003-02-05,20
04656859,2010-12-14,TN13 3TE,TN15 6AR,E07000111,E07000111,5,2003-02-05,29
04656859,2012-03-15,TN15 6AR,TA2 6BJ,E07000111,E07000190,5,2003-02-05,50
07035067,2014-05-29,SE1 2RE,EC2M 1QS,E09000028,E09000001,1,2009-09-30,14
07035067,2015-01-29,EC2M 1QS,EC3N 1LS,E09000001,E09000001,1,2009-09-30,19
07035067,2015-01-29,EC3N 1LS,CF14 8LH,E09000001,W06000015,1,2009-09-30,19
07035067,2017-06-05,CF14 8LH,EC2A 2EX,W06000015,E09000001,1,2009-09-30,27
08320628,2016-08-26,NN1 5AW,TW17 8AS,E07000154,E07000213,1,2012-12-06,8
07490075,2011-10-15,L37 2EY,L37 1NU,E08000014,E08000014,1,2011-01-12,3
07490075,2012-08-01,L37 1NU,CV3 2UF,E08000014,E08000026,1,2011-01-12,7
08017704,2013-12-04,HD4 6TH,BD22 8AH,E08000034,E08000032,1,2012-04-03,4
08017704,2014-09-08,BD22 8AH,HD8 0TT,E08000032,E08000034,1,2012-04-03,7
11223180,2018-06-14,OX17 3SN,OX12 7LJ,E07000177,E07000180,1,2018-02-23,6
05379214,2005-09-14,B49 5AJ,RM9 6DA,E07000221,E09000002,1,2005-03-01,2
05379214,2006-11-27,RM9 6DA,RM8 2BB,E09000002,E09000002,1,2005-03-01,6
05379214,2008-02-15,RM8 2BB,RM9 6DA,E09000002,E09000002,1,2005-03-01,12
05379214,2013-02-13,RM9 6DA,N17 0LR,E09000002,E09000014,3,2005-03-01,36
05379214,2015-04-07,N17 0LR,N12 0DR,E09000014,E09000003,3,2005-03-01,44
06448809,2008-08-06,B4 6AA,OX26 6QB,E08000025,E07000177,2,2007-12-10,13
06448809,2008-09-25,OX26 6QB,OX26 6QB,E07000177,E07000177,3,2007-12-10,15
06448809,2009-04-09,OX26 6QB,PO33 3AG,E07000177,E06000046,2,2007-12-10,26
07048044,2009-10-20,ST4 8LJ,ST4 8LJ,E06000021,E06000021,1,2009-10-19,2
07048044,2010-11-11,ST4 8LJ,ST6 1DY,E06000021,E06000021,1,2009-10-19,5
08140150,2012-10-12,CT9 1HX,E14 5LQ,E07000114,E09000030,1,2012-07-12,6
SC169270,2009-01-07,DD2 1SW,DD5 1DJ,S12000042,S12000042,4,1996-10-23,45
SC169270,2010-06-10,DD5 1DJ,DD3 6HQ,S12000042,S12000042,4,1996-10-23,51
08388309,2014-04-11,DT6 3PS,DT6 3XE,E07000052,E07000052,1,2013-02-05,3
08388309,2017-09-14,DT6 3XE,DT6 4AT,E07000052,E07000052,1,2013-02-05,11
06272477,2009-01-13,KT1 4EU,KT2 5AA,E09000027,E09000021,1,2007-06-07,5
06272477,2009-05-12,KT2 5AA,FY4 5PN,E09000021,E07000119,1,2007-06-07,6
05714524,2006-09-25,SW16 4UU,SW16 4UU,E09000008,E09000008,1,2006-02-20,3
05714524,2013-05-21,SW16 4UU,CR7 8RJ,E09000008,E09000008,3,2006-02-20,30
07709494,2013-08-12,WS11 5RR,B72 1SD,E07000192,E08000025,1,2011-07-19,7
09973462,2016-10-17,IG7 6PY,IG7 5RF,E07000072,E07000072,1,2016-01-27,2
09973462,2018-01-08,IG7 5RF,N1 7GU,E07000072,E09000012,1,2016-01-27,7
02157394,1993-03-29,BS1 5PX,BS8 1JP,E06000023,E06000023,4,1987-08-26,22
02157394,1998-06-26,BS8 1JP,BS8 2XZ,E06000023,E06000023,6,1987-08-26,46
02157394,2001-10-17,BS8 2XZ,BS1 5PX,E06000023,E06000023,6,1987-08-26,58
02157394,2001-11-27,BS1 5PX,BS8 2RP,E06000023,E06000023,7,1987-08-26,60
02157394,2009-04-24,BS8 2RP,BS6 6UJ,E06000023,E06000023,11,1987-08-26,95
02157394,2013-03-01,BS6 6UJ,BS16 6BQ,E06000023,E06000025,11,1987-08-26,105
09952070,2017-03-06,CR4 2JD,NW6 2DR,E09000024,E09000007,1,2016-01-14,4
10180506,2016-09-22,LE1 1SS,LE3 9QQ,E06000016,E06000016,1,2016-05-16,2
07523012,2013-03-28,NW7 2JE,EN5 5BY,E09000003,E09000003,1,2011-02-09,10
07523012,2014-05-19,EN5 5BY,NW7 3NU,E09000003,E09000003,1,2011-02-09,14
03900304,2002-06-10,TA6 3LH,BA5 2LA,E07000188,E07000187,1,1999-12-29,6
06898675,2012-02-20,WD18 9SB,LU3 3HP,E07000102,E06000032,1,2009-05-07,7
SC385170,2015-09-26,EH16 5ET,EH5 1FW,S12000036,S12000036,1,2010-09-10,11
07642077,2011-05-27,EC1V 4PW,E1 4AA,E09000019,E09000030,1,2011-05-20,6
08864431,2014-10-01,KT8 9ER,TW11 0RW,E07000207,E09000027,1,2014-01-28,4
08864431,2014-10-01,TW11 0RW,TW11 0RW,E09000027,E09000027,1,2014-01-28,4
07161591,2017-06-26,LU1 3DU,LU1 3DP,E06000032,E06000032,1,2010-02-18,19
SC171850,1997-11-10,EH52 5AG,EH48 2RX,S12000040,S12000040,1,1997-01-28,3
07162334,2011-02-28,WA9 5DE,BH14 9AU,E08000013,E06000029,1,2010-02-18,2
00246288,1996-01-09,B25 8BS,B25 8BB,E08000025,E08000025,1,1971-12-30,43
00246288,1997-08-12,B25 8BB,CV34 6DE,E08000025,E07000222,2,1971-12-30,49
00246288,2007-07-09,CV34 6DE,GU15 3EX,E07000222,E07000214,1,1971-12-30,75
00246288,2009-12-14,GU15 3EX,NE1 3DY,E07000214,E08000021,2,1971-12-30,80
00246288,2010-04-06,NE1 3DY,NE11 0JH,E08000021,E08000037,2,1971-12-30,82
00246288,2016-04-12,NE11 0JH,NE11 0XA,E08000037,E08000037,2,1971-12-30,85
07617313,2017-06-15,EC1V 4PW,N1 7GU,E09000019,E09000012,1,2011-04-28,15
07617313,2017-08-08,N1 7GU,EC1V 2NX,E09000012,E09000019,1,2011-04-28,16
07550825,2018-07-09,HA2 6DD,HP9 1LJ,E09000015,E07000006,1,2011-03-03,17
10413904,2017-04-04,WC1X 8AQ,WC1X 8AQ,E09000007,E09000007,1,2016-10-06,2
10413904,2017-11-20,WC1X 8AQ,EC1N 2PB,E09000007,E09000001,1,2016-10-06,5
04632722,2003-01-21,PR3 3JY,WA2 0EX,E07000124,E06000007,3,2003-01-09,7
04632722,2006-08-11,WA2 0EX,WA1 3FY,E06000007,E06000007,3,2003-01-09,13
04632722,2008-02-01,WA1 3FY,WA1 4EX,E06000007,E06000007,3,2003-01-09,25
09106946,2014-09-13,E6 6DX,HA8 5DB,E09000025,E09000015,1,2014-06-30,2
09106946,2015-10-02,HA8 5DB,HA8 5DB,E09000015,E09000015,1,2014-06-30,4
09869669,2018-02-15,PR6 9NN,PR7 4EX,E07000118,E07000118,1,2015-11-12,7
06900809,2012-03-19,W3 9LW,TQ2 5EL,E09000009,E06000027,1,2009-05-11,10
01216941,1995-02-08,WC1H 9LT,SA7 9FJ,E09000007,W06000011,1,1975-06-23,49
08530568,2016-07-26,BN3 2FF,SW14 8PX,E06000043,E09000027,1,2013-05-15,8
11123203,2018-02-08,GL52 6HX,W1W 7LT,E07000078,E09000033,1,2017-12-22,2
10756648,2018-01-15,EC1V 9BD,ME16 8JX,E09000019,E07000110,1,2017-05-05,2
09330557,2015-05-16,E1 6GR,WC2H 9JQ,E09000030,E09000007,1,2014-11-27,3
09330557,2015-05-16,WC2H 9JQ,WC2H 9JQ,E09000007,E09000007,1,2014-11-27,3
09330557,2016-05-17,WC2H 9JQ,WC1N 3AX,E09000007,E09000007,1,2014-11-27,6
07782942,2013-01-17,SW9 7JN,NW10 3NS,E09000022,E09000005,1,2011-09-22,4
07782942,2013-01-17,NW10 3NS,NW10 3NS,E09000005,E09000005,1,2011-09-22,4
07782942,2013-07-23,NW10 3NS,TR7 1SG,E09000005,E06000052,1,2011-09-22,9
07782942,2014-04-14,TR7 1SG,HA1 1BQ,E06000052,E09000015,1,2011-09-22,14
08627829,2015-08-24,EN5 1RP,EN5 1AH,E09000003,E09000003,1,2013-07-29,5
10879240,2018-06-26,OL1 2HH,M14 5AW,E08000004,E08000003,1,2017-07-24,2
06293773,2016-06-21,SG17 5JB,MK45 1DU,E06000056,E06000056,2,2007-06-26,25
08650655,2014-03-03,M28 3NJ,EN4 9HN,E08000006,E09000003,1,2013-08-14,2
08650655,2015-10-30,EN4 9HN,AL9 5HZ,E09000003,E07000241,1,2013-08-14,14
08157454,2013-08-18,NP23 4SF,NP13 1HF,W06000019,W06000019,1,2012-07-26,4
09535434,2015-06-30,DN37 0PW,PE13 2QW,E06000012,E07000010,1,2015-04-10,2
10261005,2016-08-16,HR4 9HS,HR4 9TA,E06000019,E06000019,1,2016-07-04,2
08293232,2018-01-01,SE13 6TS,SE28 8AW,E09000023,E09000011,1,2012-11-14,12
08272602,2013-12-17,W1T 1PZ,WC1X 8DX,E09000033,E09000007,1,2012-10-30,6
08272602,2014-12-11,WC1X 8DX,SW12 9RU,E09000007,E09000032,1,2012-10-30,12
08429074,2016-06-09,BN3 7AW,BN3 1FG,E06000043,E06000043,1,2013-03-04,9
08429074,2016-06-09,BN3 1FG,BN3 1FG,E06000043,E06000043,1,2013-03-04,9
08429074,2017-04-20,BN3 1FG,BN3 4AN,E06000043,E06000043,1,2013-03-04,14
10118439,2017-08-08,E1 8FA,EC1A 2BN,E09000030,E09000001,1,2016-04-12,3
03861169,2003-03-26,WR1 1LS,WR9 0QE,E07000237,E07000238,13,1999-10-18,42
07076543,2011-04-06,SS1 1BH,SS1 1AN,E06000033,E06000033,1,2009-11-14,7
07076543,2014-10-09,SS1 1AN,SS1 1BH,E06000033,E06000033,1,2009-11-14,15
07076543,2016-01-22,SS1 1BH,SS1 1DT,E06000033,E06000033,1,2009-11-14,19
03746050,1999-04-12,ME8 0QP,TW12 2JW,E06000035,E09000027,1,1999-04-06,6
03746050,1999-09-10,TW12 2JW,TW12 1PD,E09000027,E09000027,1,1999-04-06,7
01162466,2017-05-19,TQ14 8HR,TQ14 8DZ,E07000045,E07000045,6,1987-04-23,83
09815950,2017-02-13,E2 6PU,E3 2JJ,E09000030,E09000030,1,2015-10-08,4
07813795,2012-04-24,WA16 6HZ,WA16 9LU,E06000049,E06000050,1,2011-10-18,2
07813795,2014-03-07,WA16 9LU,CW4 8PD,E06000050,E06000049,1,2011-10-18,7
09804701,2016-02-12,E1 8GD,E15 2FT,E09000030,E09000025,1,2015-10-01,4
00407523,1990-07-05,HU9 1BY,HU2 8DY,E06000010,E06000010,2,1946-04-02,12
00407523,2005-01-21,HU2 8DY,HU19 2QP,E06000010,E06000011,3,1946-04-02,46
00407523,2015-01-07,HU19 2QP,HU19 2QP,E06000011,E06000011,3,1946-04-02,71
06272762,2007-09-24,HX3 0ST,BL1 4NB,E08000033,E08000001,2,2007-06-07,4
06272762,2007-12-03,BL1 4NB,BL1 3AH,E08000001,E08000001,2,2007-06-07,5
06272762,2011-11-04,BL1 3AH,BB11 1LE,E08000001,E07000117,2,2007-06-07,17
08367827,2014-02-08,EC1V 4PW,W1J 6BD,E09000019,E09000033,1,2013-01-21,3
08367827,2014-02-10,W1J 6BD,W1J 6BD,E09000033,E09000033,1,2013-01-21,4
03899549,2000-01-13,ME8 0QP,GU11 1BA,E06000035,E07000092,2,1999-12-24,7
03899549,2003-12-11,GU11 1BA,KT11 1PP,E07000092,E07000207,2,1999-12-24,14
03899549,2005-01-17,KT11 1PP,SL6 1NJ,E07000207,E06000040,2,1999-12-24,23
03899549,2008-05-19,SL6 1NJ,RG21 4RG,E06000040,E07000084,6,1999-12-24,66
03899549,2008-06-25,RG21 4RG,RG21 4RG,E07000084,E07000084,6,1999-12-24,68
03899549,2018-05-15,RG21 4RG,RG21 4EB,E07000084,E07000084,4,1999-12-24,142
08789910,2014-01-31,BA21 3NJ,BA21 3NJ,E07000189,E07000189,1,2013-11-26,5
08789910,2014-07-23,BA21 3NJ,BH1 4LE,E07000189,E06000028,1,2013-11-26,8
01948852,1988-07-08,B5 6HT,B11 1JB,E08000025,E08000025,2,1986-12-17,6
01948852,2016-04-13,B11 1JB,B77 5PA,E08000025,E07000199,2,1986-12-17,78
05476697,2007-06-01,SL9 7DX,SL9 8HF,E07000006,E07000006,1,2005-06-09,6
05476697,2007-07-19,SL9 8HF,SL9 8HF,E07000006,E07000006,1,2005-06-09,9
07743895,2014-03-10,OL11 1LQ,WA13 0LS,E08000005,E06000007,1,2011-08-17,13
10248577,2016-11-07,WC2H 9JQ,BN3 6HA,E09000007,E06000043,1,2016-06-23,2
10248577,2017-01-04,BN3 6HA,BN1 6AF,E06000043,E06000043,1,2016-06-23,3
04011838,2000-09-01,BS1 6BZ,EC2A 2DA,E06000023,E09000001,2,2000-06-09,7
