E07000218,1902,296,158,112,34,21,2
E07000219,2202,340,183,141,35,9,0
E07000220,2937,360,211,127,35,20,5
E07000221,5631,777,427,242,62,24,2
E07000222,4890,580,372,232,88,41,12
E07000223,1531,216,149,69,17,6,2
E07000224,3660,541,287,159,29,8,1
E07000225,4505,642,393,216,59,31,4
E07000226,1901,243,172,150,49,36,9
E07000227,4995,678,376,234,45,19,3
E07000228,4826,698,408,232,66,23,2
E07000229,2442,335,189,129,29,21,5
E07000234,3251,411,240,168,46,12,2
E07000235,3113,399,258,118,40,11,1
E07000236,1791,245,189,126,43,15,6
E07000237,1957,273,194,144,44,23,10
E07000238,4541,596,357,249,53,23,1
E07000239,2497,349,193,128,30,8,5
E07000240,5716,616,385,234,66,21,2
E07000241,3158,365,238,172,42,41,14
E07000242,5335,670,417,259,49,17,3
E07000243,1786,201,147,92,40,11,8
E08000001,5459,826,562,333,113,33,9
E08000002,4109,632,368,219,56,20,6
E08000003,9460,1657,1113,759,239,126,31
E08000004,3885,637,426,291,67,43,6
E08000005,3761,600,407,274,74,28,6
E08000006,4622,697,463,353,87,45,3
E08000007,7585,1078,679,365,99,34,10
E08000008,3757,649,394,228,54,15,3
E08000009,7035,889,609,423,145,67,17
E08000010,5300,837,530,334,91,30,3
E08000011,1557,286,185,146,52,24,5
E08000012,7524,763,549,464,174,136,90
E08000013,2521,473,278,201,53,24,5
E08000014,4635,766,522,285,82,21,4
E08000015,5032,904,541,326,79,26,7
E08000016,3683,615,397,239,76,24,6
E08000017,4581,785,546,327,97,43,6
E08000018,3840,660,456,292,97,38,7
E08000019,9091,1639,1043,726,199,74,18
E08000021,4299,821,589,470,126,51,14
E08000022,2797,469,318,216,59,27,4
E08000023,1700,314,200,128,29,19,5
E08000024,3068,626,448,293,74,27,9
E08000025,18213,3000,1930,1295,362,138,32
E08000026,5548,794,494,322,98,60,19
E08000027,6109,1084,645,448,82,43,4
E08000028,4425,865,606,425,116,62,11
E08000029,5414,496,365,260,86,40,14
E08000030,4307,758,515,330,96,37,7
E08000031,4102,727,470,305,86,44,21
E08000032,9214,1491,948,628,171,80,13
E08000033,4999,787,525,320,85,42,7
E08000034,8722,1524,921,576,170,71,11
E08000035,15523,2466,1618,1135,353,168,37
E08000036,5451,959,591,392,126,42,9
E08000037,2906,553,396,275,79,37,9
E09000001,8926,1687,1292,1080,450,237,103
E09000002,2981,363,202,125,24,8,2
E09000003,14293,1467,799,418,80,33,5
E09000004,4846,634,353,239,55,27,1
E09000019,9370,1294,896,626,202,94,38
E09000005,9068,1002,598,350,104,39,9
E09000006,9192,1013,595,396,87,40,12
E09000007,16496,2215,1596,1086,346,190,56
E09000008,8714,901,598,386,116,47,13
E09000009,10333,1091,703,413,104,48,13
E09000010,7321,854,501,294,64,27,4
E09000011,5146,501,309,172,48,20,4
E09000012,8439,1134,595,386,89,44,8
E09000013,8106,905,616,395,146,69,13
E09000014,7116,757,409,206,48,9,0
E09000015,8326,894,455,261,63,23,8
E09000016,5434,705,447,261,54,22,7
E09000017,7260,751,546,394,146,69,19
E09000018,7807,752,514,369,118,48,27
E09000020,8200,1117,740,430,106,54,8
E09000033,28341,5189,3609,2499,799,390,108
S12000005,713,125,77,50,11,2,2
E09000021,5354,674,334,222,45,23,3
S12000006,4413,882,435,209,35,5,1
S12000008,2013,365,198,117,31,13,3
S12000010,1933,400,184,104,12,1,1
E09000022,8165,814,533,338,109,62,14
E09000023,5744,541,273,139,25,13,0
S12000011,1776,219,127,58,10,5,0
S12000013,817,125,67,26,5,0,0
S12000014,2360,353,215,144,37,25,6
S12000015,5723,1025,686,380,89,41,6
S12000017,7532,1200,670,382,81,35,5
S12000018,1088,161,103,75,24,8,1
S12000019,1359,282,168,84,18,8,1
S12000020,2175,362,200,120,28,13,2
S12000021,2007,402,198,141,24,8,0
S12000023,1119,152,75,40,7,2,0
S12000024,4042,703,448,254,58,18,2
S12000026,3574,612,330,172,31,11,0
S12000027,982,177,95,41,9,1,0
S12000028,2243,429,264,155,39,15,0
S12000029,5501,913,558,364,84,35,5
S12000030,2655,394,226,161,38,18,3
E09000024,6571,676,433,233,71,20,6
E09000025,4915,545,327,178,59,20,1
E09000026,7292,768,412,215,43,17,3
E09000027,9058,891,536,281,85,26,3
S12000033,5859,786,560,434,156,99,41
S12000034,10204,1364,699,427,92,29,10
S12000035,2785,502,270,109,20,4,0
S12000036,10952,1704,1164,719,220,113,28
S12000038,2755,465,332,229,68,25,6
S12000039,1075,204,118,75,19,3,1
S12000040,2653,457,280,192,65,42,6
E09000028,9095,1270,857,620,187,105,31
S12000041,2602,462,241,130,26,9,0
E09000029,5032,576,348,204,52,27,6
W06000016,3197,484,321,214,62,22,5
W06000018,2317,406,269,157,52,16,3
W06000019,702,134,93,56,12,6,2
W06000020,1218,242,162,114,24,8,2
W06000021,3149,390,212,126,32,11,0
W06000022,2351,386,222,159,45,21,6
W06000023,7024,804,376,188,41,11,1
W06000024,689,121,75,55,21,8,1
E09000030,8340,1021,702,526,156,88,37
E09000031,5417,635,347,183,39,13,1
E09000032,11339,1085,574,359,109,40,9
S12000042,2086,212,157,131,55,63,41
S12000044,4291,740,464,318,90,49,8
S12000045,1988,274,134,80,5,8,1
S12000046,9921,1921,1403,965,289,138,38
W06000001,1884,239,127,62,15,2,1
W06000002,3877,589,345,189,28,6,1
W06000003,2853,512,301,165,26,12,1
W06000004,2314,451,271,136,28,6,4
W06000005,3234,509,328,186,50,26,7
W06000006,2618,416,286,161,47,20,2
W06000008,3198,370,200,120,20,2,0
W06000009,4002,634,369,169,30,11,0
W06000010,5731,697,397,184,50,19,2
W06000011,3863,677,457,267,71,23,2
W06000012,1880,347,190,136,37,18,2
W06000013,2221,424,281,155,40,8,1
W06000014,2633,440,242,102,16,5,2
W06000015,6127,1078,738,485,152,73,17
