E06000001,0.6960319728404306,1.7779415504228056,,2065,400,225,170,65,40,10
E06000002,0.9567104121840011,1.6898869509426322,,2745,615,415,285,100,55,20
E06000003,-0.1270566141857109,2.40903526112858,,2690,610,365,235,90,40,15
E06000004,0.7969962664903708,1.8191973176364946,,4670,920,595,455,185,100,35
E06000005,-0.09001993286556192,2.4735623426518836,,2685,615,350,260,95,40,30
E06000006,0.9203411996686843,1.7679432310964616,,2965,660,385,350,110,70,25
E06000007,0.6839706719909497,1.8823353361663482,,6740,1225,820,590,245,130,65
E06000008,0.8647367309192698,1.7263171832614064,,3730,770,515,365,125,80,20
E06000009,0.9417784819894357,1.6309204134837851,,3180,740,455,300,100,55,20
E06000010,0.4305479468537238,2.126801487630415,,4855,1525,985,640,265,100,60
E06000011,0.7416036350640188,1.5580480364741305,,11545,2330,1305,725,240,115,35
E06000012,0.9232856169560559,1.6978320585150632,,3790,860,525,385,135,70,30
E06000013,0.8269441507943845,1.6890942739119974,,4465,975,545,395,130,75,30
E06000014,1.0216085395062477,1.6093847393966563,,5675,1400,870,590,200,105,35
E06000015,0.8561536560236467,1.7662213197844185,,6195,1300,820,635,225,115,55
E06000016,0.7172285767382361,1.7552170258281523,,9735,1925,1135,760,315,135,75
E06000017,0.3515836799109558,1.7672756911982619,,1625,225,145,95,25,15,5
E06000018,1.0371250577879687,1.760292430654497,,7220,1725,1175,855,315,185,95
E06000019,0.5714476960330502,1.6290616122874098,,8445,1455,810,525,135,75,25
E06000020,0.8297828440592082,1.8321156057781927,,4130,875,540,405,155,90,50
E06000021,0.1178309230218606,2.327314664340073,,4870,1280,830,515,235,90,55
E06000022,0.7423231010914931,1.6171701859910097,,6795,1325,815,500,140,75,30
E06000023,0.7434873776651086,1.776968940224039,,15185,2945,1900,1300,480,245,125
E06000024,0.5915547871261582,1.709353841896841,,7315,1250,785,495,165,80,30
E06000025,-0.6248378803794913,2.8715994656374866,,8590,1485,945,705,250,140,70
E06000026,0.1402970605035796,2.2816121505527582,,4760,1315,780,555,195,95,50
E06000027,0.9867079498687777,1.5114632325444588,,3280,840,430,305,85,50,10
E06000028,0.7857365417073908,1.6521296961320049,,5475,1165,655,420,135,85,30
E06000029,0.6668632521373368,1.7723674478564269,,5125,980,575,375,155,80,35
E06000030,0.5201619686204193,1.948812522416487,,6465,1075,700,490,190,125,65
E06000031,0.651368502371171,1.879307597928917,,5810,1110,640,470,200,110,60
E06000032,8.415805981094805e-05,1.9765205616689343,,8530,1075,585,315,150,95,50
E06000033,0.4615343480387627,1.698106914690604,,5900,965,515,325,100,60,20
E06000034,0.3852618134298371,1.8671318035095692,,5510,830,510,325,145,75,25
E06000035,0.5672745247596946,1.7398830717321836,,7205,1290,730,435,170,110,30
E06000036,0.22373456803561723,2.012786354628621,,4090,590,340,235,80,70,35
E06000037,0.42307655470363487,1.839039794876506,,7565,1170,715,500,155,85,50
E06000038,0.5573666411412,1.896026956324998,,6255,985,720,505,210,85,50
E06000039,0.25179556242987466,2.0579926860007522,,5170,720,455,330,135,100,40
E06000040,0.2438706084629603,1.8490861257599376,,8055,1125,620,420,150,80,35
E06000041,0.07889911929627778,1.9481125319528492,,7345,900,550,350,135,65,40
E06000042,0.29604655647750794,2.0486538466027104,,10910,1525,990,790,275,195,95
E06000043,0.5080396876951443,1.7091301069531557,,11745,1915,1135,735,210,110,50
E06000044,0.9207321893201326,1.716068175689109,,4865,1115,705,445,180,110,40
E06000045,0.8577146895073013,1.7134180063149906,,5760,1245,780,540,165,105,50
E06000046,0.7273966107698424,1.8784618812192249,,3680,930,525,365,90,45,10
E06000047,-0.13564061767890276,2.3575479777079065,,11435,2625,1540,970,320,170,60
E06000049,0.5110657203358352,1.7127797301503256,,16675,2840,1520,1025,320,175,70
E06000050,-0.6181977662669685,2.7567485066322397,,11825,2205,1335,910,280,160,55
E06000051,0.647970774993275,1.547710601169461,,12995,2420,1320,715,200,110,35
E06000052,0.8808975006593638,1.4854065172567639,,19260,4385,2440,1415,370,180,70
E06000053,1.2284003243124726,0.8482798717056161,,165,55,20,5,0,0,0
E06000054,0.3667506510712871,1.7317858789791398,,22075,3275,1840,1135,390,190,65
E06000055,0.4843092059476951,1.817680210054791,,5905,965,560,390,175,55,35
E06000056,0.6781875782895462,1.4495117168400244,,12385,2510,1135,520,175,80,35
E06000057,0.843336174536266,1.504699389319355,,9290,2065,1120,640,215,70,35
E07000004,0.3170198372085374,1.7201841812223677,,8440,1225,660,400,115,65,30
E07000005,0.08677098190378497,1.7169088860084085,,5515,670,320,195,60,30,10
E07000006,0.3253494566151391,1.6920110313476038,,4395,635,335,205,60,35,10
E07000007,0.42070004553919504,1.768170090128652,,8050,1255,705,465,175,90,25
E07000008,1.005602598400194,1.7734926872112935,,4200,985,685,445,175,135,45
E07000009,0.5239504097289098,1.6476596976266074,,3360,555,320,185,65,25,10
E07000010,0.6194849491602383,1.7005388554265406,,2965,570,290,200,55,45,15
E07000011,0.5344264143757335,1.7409088391853464,,6520,1095,655,420,130,90,25
E07000012,0.423987317611441,1.8150701736739352,,6660,1040,625,400,155,65,40
E07000026,0.7700357561680188,1.5165358360028178,,3795,755,455,255,50,40,10
E07000027,0.7695477397168544,1.7087840466181985,,1735,335,215,160,45,25,10
E07000028,0.8017584886527673,1.6612381490778891,,3935,825,480,335,105,50,25
E07000029,0.44623818535063,1.7191730704442243,,2340,370,210,135,40,20,10
E07000030,0.5693555827309325,1.5820759487593168,,3060,500,315,165,45,25,5
E07000031,0.7940710379045439,1.5163463824378771,,5195,1020,660,365,90,40,15
E07000032,0.6649015563402028,1.7678760709201073,,3640,700,385,285,110,50,25
E07000033,0.9653549135888213,1.637446140638238,,1850,455,255,170,75,35,10
E07000034,1.058616000477081,1.6402068013053082,,2645,665,405,300,120,55,15
E07000035,0.6364557881163321,1.5337409088933767,,3910,705,400,220,40,35,10
E07000036,0.8078443419915998,1.6479168892281078,,2990,595,385,245,90,50,5
E07000037,0.6825184248523528,1.6032033903508567,,3260,600,355,220,70,35,5
E07000038,0.6072661095256731,1.627483470391092,,2725,460,275,195,45,25,5
E07000039,0.3506821183072587,1.7886282023655318,,3105,420,280,195,55,25,10
E07000040,0.7621318073362996,1.4783369523508418,,5155,1025,610,295,80,35,15
E07000041,0.4015516288791887,2.1946793820203174,,3290,905,665,485,170,80,40
E07000042,0.4227596764882452,1.5599762197996487,,3825,580,300,155,50,20,5
E07000043,0.7234290882012072,1.5629693991011135,,4030,820,430,250,85,35,15
E07000044,0.7777491560669151,1.4542853562050113,,4115,825,480,245,60,25,10
E07000045,0.7381616002385339,1.5850918653571655,,4570,885,540,315,95,45,15
E07000046,0.5502268202835355,1.493331479183538,,3075,525,250,135,45,20,0
E07000047,0.5399385802839145,1.4626124412479253,,2700,445,225,115,25,10,5
