E12000001,152
E12000001,141
E12000001,140
E12000001,163
E12000001,188
E12000001,165
E12000001,156
E12000001,147
E12000001,179
E12000001,194
E12000001,185
E12000001,164
E12000001,161
E12000001,144
E12000001,109
E12000001,92
E12000001,67
E12000001,38
E12000001,20
E12000001,2602
E06000047,29
E06000047,27
E06000047,27
E06000047,32
E06000047,36
E06000047,30
E06000047,29
E06000047,28
E06000047,37
E06000047,40
E06000047,37
E06000047,33
E06000047,34
E06000047,31
E06000047,23
E06000047,19
E06000047,13
E06000047,8
E06000047,4
E06000047,514
E06000005,7
E06000005,6
E06000005,6
E06000005,6
E06000005,6
E06000005,7
E06000005,7
E06000005,6
E06000005,8
E06000005,8
E06000005,7
E06000005,6
E06000005,6
E06000005,6
E06000005,5
E06000005,4
E06000005,3
E06000005,2
E06000005,1
E06000005,105
E06000001,6
E06000001,5
E06000001,5
E06000001,6
E06000001,6
E06000001,6
E06000001,5
E06000001,5
E06000001,6
E06000001,7
E06000001,7
E06000001,6
E06000001,6
E06000001,5
E06000001,4
E06000001,3
E06000001,2
E06000001,1
E06000001,1
E06000001,92
E06000002,10
E06000002,9
E06000002,8
E06000002,10
E06000002,12
E06000002,10
E06000002,8
E06000002,8
E06000002,9
E06000002,10
E06000002,9
E06000002,8
E06000002,7
E06000002,6
E06000002,5
E06000002,4
E06000002,3
E06000002,2
E06000002,1
E06000002,139
E06000003,8
E06000003,7
E06000003,7
E06000003,8
E06000003,8
E06000003,8
E06000003,7
E06000003,7
E06000003,9
E06000003,10
E06000003,10
E06000003,9
E06000003,9
E06000003,9
E06000003,7
E06000003,5
E06000003,4
E06000003,2
E06000003,1
E06000003,135
E06000004,13
E06000004,11
E06000004,11
E06000004,12
E06000004,13
E06000004,13
E06000004,12
E06000004,11
E06000004,14
E06000004,15
E06000004,14
E06000004,12
E06000004,11
E06000004,10
E06000004,7
E06000004,6
E06000004,5
E06000004,2
E06000004,1
E06000004,192
E08000021,17
E08000021,14
E08000021,14
E08000021,21
E08000021,38
E08000021,23
E08000021,19
E08000021,16
E08000021,17
E08000021,18
E08000021,17
E08000021,15
E08000021,14
E08000021,12
E08000021,9
E08000021,8
E08000021,6
E08000021,4
E08000021,2
E08000021,282
E08000022,12
E08000022,11
E08000022,11
E08000022,11
E08000022,11
E08000022,12
E08000022,14
E08000022,13
E08000022,15
E08000022,16
E08000022,15
E08000022,13
E08000022,13
E08000022,11
E08000022,8
E08000022,7
E08000022,6
E08000022,3
E08000022,2
E08000022,201
E08000023,8
E08000023,8
E08000023,8
E08000023,9
E08000023,9
E08000023,9
E08000023,9
E08000023,8
E08000023,10
E08000023,12
E08000023,11
E08000023,10
E08000023,9
E08000023,8
E08000023,6
E08000023,6
E08000023,4
E08000023,3
E08000023,1
E08000023,148
E08000024,16
E08000024,15
E08000024,15
E08000024,17
E08000024,20
E08000024,17
E08000024,16
E08000024,16
E08000024,20
E08000024,21
E08000024,20
E08000024,18
E08000024,17
E08000024,15
E08000024,12
E08000024,10
E08000024,7
E08000024,4
E08000024,2
E08000024,276
E12000002,439
E12000002,405
E12000002,399
E12000002,445
E12000002,497
E12000002,468
E12000002,442
E12000002,425
E12000002,506
E12000002,523
E12000002,480
E12000002,417
E12000002,416
E12000002,379
E12000002,287
E12000002,232
E12000002,171
E12000002,100
E12000002,54
E12000002,7084
E06000008,11
E06000008,11
E06000008,10
E06000008,10
E06000008,9
E06000008,11
E06000008,10
E06000008,10
E06000008,11
E06000008,10
E06000008,9
E06000008,8
E06000008,8
E06000008,6
E06000008,5
E06000008,4
E06000008,3
E06000008,2
E06000008,1
E06000008,148
E06000009,9
E06000009,8
E06000009,8
E06000009,9
E06000009,9
E06000009,9
E06000009,8
E06000009,8
E06000009,10
E06000009,11
E06000009,10
E06000009,9
E06000009,9
E06000009,8
E06000009,7
E06000009,5
E06000009,4
E06000009,2
E06000009,1
E06000009,142
E06000049,20
E06000049,20
E06000049,21
E06000049,22
E06000049,19
E06000049,19
E06000049,20
E06000049,22
E06000049,28
E06000049,30
E06000049,27
E06000049,24
E06000049,25
E06000049,24
E06000049,17
E06000049,14
E06000049,11
E06000049,6
E06000049,4
E06000049,372
E06000050,18
E06000050,18
E06000050,18
E06000050,20
E06000050,20
E06000050,19
E06000050,19
E06000050,20
E06000050,24
E06000050,26
E06000050,24
E06000050,21
E06000050,22
E06000050,20
E06000050,15
E06000050,12
E06000050,9
E06000050,5
E06000050,3
E06000050,330
E06000006,8
E06000006,8
E06000006,7
E06000006,8
E06000006,8
E06000006,8
E06000006,8
E06000006,8
E06000006,9
E06000006,9
E06000006,9
E06000006,8
E06000006,8
E06000006,7
E06000006,5
E06000006,4
E06000006,3
E06000006,1
E06000006,1
E06000006,126
E06000007,13
E06000007,12
E06000007,12
E06000007,12
E06000007,12
E06000007,13
E06000007,13
E06000007,13
E06000007,16
E06000007,17
E06000007,14
E06000007,12
E06000007,12
E06000007,11
E06000007,9
E06000007,6
E06000007,4
E06000007,3
E06000007,1
E06000007,204
E10000006,25
E10000006,25
E10000006,26
E10000006,29
E10000006,26
E10000006,26
E10000006,26
E10000006,27
E10000006,36
E10000006,39
E10000006,37
E10000006,34
E10000006,36
E10000006,33
E10000006,25
E10000006,20
E10000006,15
E10000006,9
E10000006,5
E10000006,499
E07000026,5
E07000026,5
E07000026,5
E07000026,6
E07000026,5
